Species,Variable,Source,Value,priority
Giraffa camelopardalis,OlfactoryBulb_O.n_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Giraffa camelopardalis,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,12026,12
Giraffa camelopardalis,OlfactoryBulb_N.p.mg_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Giraffa camelopardalis,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,113248,12
Giraffa camelopardalis,OlfactoryBulb_O.p.mg_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Giraffa camelopardalis,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,9.417,12
Giraffa camelopardalis,OlfactoryBulb_O.p.N_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Giraffa camelopardalis,OlfactoryBulb_Source,HerculanoHouzel_etal_2015_Table4,"Kazu et al., 2014",12
Giraffa camelopardalis,Species_Source,HerculanoHouzel_etal_2015_Table4,Giraffa camelopardalis,12
Tragelaphus strepsiceros,Order,HerculanoHouzel_etal_2015_Table4,Artiodactyla,12
Tragelaphus strepsiceros,OlfactoryBulb_n,HerculanoHouzel_etal_2015_Table4,1,12
Tragelaphus strepsiceros,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,5.546,12
Tragelaphus strepsiceros,OlfactoryBulb_Mass.g_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Tragelaphus strepsiceros,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,38331562,12
Tragelaphus strepsiceros,OlfactoryBulb_N.n_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Tragelaphus strepsiceros,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,362731438,12
Tragelaphus strepsiceros,OlfactoryBulb_O.n_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Tragelaphus strepsiceros,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,6912,12
Tragelaphus strepsiceros,OlfactoryBulb_N.p.mg_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Tragelaphus strepsiceros,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,58913,12
Tragelaphus strepsiceros,OlfactoryBulb_O.p.mg_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Tragelaphus strepsiceros,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,8.523,12
Tragelaphus strepsiceros,OlfactoryBulb_O.p.N_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Tragelaphus strepsiceros,OlfactoryBulb_Source,HerculanoHouzel_etal_2015_Table4,"Kazu et al., 2014",12
Tragelaphus strepsiceros,Species_Source,HerculanoHouzel_etal_2015_Table4,Tragelaphus strepsiceros,12
Loxodonta africana,Order,HerculanoHouzel_etal_2015_Table4,Afrotheria,12
Loxodonta africana,OlfactoryBulb_n,HerculanoHouzel_etal_2015_Table4,1,12
Loxodonta africana,OlfactoryBulb_Mass.g,HerculanoHouzel_etal_2015_Table4,41.886,12
Loxodonta africana,OlfactoryBulb_Mass.g_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Loxodonta africana,OlfactoryBulb_N.n,HerculanoHouzel_etal_2015_Table4,908371986,12
Loxodonta africana,OlfactoryBulb_N.n_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Loxodonta africana,OlfactoryBulb_O.n,HerculanoHouzel_etal_2015_Table4,2857878014,12
Loxodonta africana,OlfactoryBulb_O.n_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Loxodonta africana,OlfactoryBulb_N.p.mg,HerculanoHouzel_etal_2015_Table4,21687,12
Loxodonta africana,OlfactoryBulb_N.p.mg_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Loxodonta africana,OlfactoryBulb_O.p.mg,HerculanoHouzel_etal_2015_Table4,68230,12
Loxodonta africana,OlfactoryBulb_O.p.mg_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Loxodonta africana,OlfactoryBulb_O.p.N,HerculanoHouzel_etal_2015_Table4,3.146,12
Loxodonta africana,OlfactoryBulb_O.p.N_SD,HerculanoHouzel_etal_2015_Table4,NA,12
Loxodonta africana,OlfactoryBulb_Source,HerculanoHouzel_etal_2015_Table4,"Herculano-Houzel et al., 2014",12
Loxodonta africana,Species_Source,HerculanoHouzel_etal_2015_Table4,Loxodonta africana,12
Sorex fumeus,Order,HerculanoHouzel_etal_2015_Table5,Eulipotyphla,11
Sorex fumeus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Sorex fumeus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,7.8,11
Sorex fumeus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.1,11
Sorex fumeus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.176,11
Sorex fumeus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.007,11
Sorex fumeus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,36460000,11
Sorex fumeus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,4567000,11
Sorex fumeus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,22860000,11
Sorex fumeus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,3956000,11
Sorex fumeus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,61.3,11
Sorex fumeus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,1.4,11
Sorex fumeus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Sarko et al., 2009",11
Sorex fumeus,Species_Source,HerculanoHouzel_etal_2015_Table5,Sorex fumeus,11
Blarina brevicauda,Order,HerculanoHouzel_etal_2015_Table5,Eulipotyphla,11
Blarina brevicauda,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,5,11
Blarina brevicauda,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,16.2,11
Blarina brevicauda,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,1.6,11
Blarina brevicauda,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.347,11
Blarina brevicauda,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Blarina brevicauda,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,55190000,11
Blarina brevicauda,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,6126000,11
Blarina brevicauda,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,33550000,11
Blarina brevicauda,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,1222000,11
Blarina brevicauda,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,64.8,11
Blarina brevicauda,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,2.3,11
Blarina brevicauda,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Sarko et al., 2009",11
Blarina brevicauda,Species_Source,HerculanoHouzel_etal_2015_Table5,Blarina brevicauda,11
Heterocephalus glaber,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Heterocephalus glaber,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Heterocephalus glaber,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,23.3,11
Heterocephalus glaber,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,5.9,11
Heterocephalus glaber,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.392,11
Heterocephalus glaber,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.045,11
Heterocephalus glaber,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,26875462,11
Heterocephalus glaber,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,3340087,11
Heterocephalus glaber,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,24191205,11
Heterocephalus glaber,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,1739102,11
Heterocephalus glaber,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,52.5,11
Heterocephalus glaber,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,3.3,11
Heterocephalus glaber,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2011",11
Heterocephalus glaber,Species_Source,HerculanoHouzel_etal_2015_Table5,Heterocephalus glaber,11
Mus musculus,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Mus musculus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,4,11
Mus musculus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,40.4,11
Mus musculus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,11.6,11
Mus musculus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.402,11
Mus musculus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.028,11
Mus musculus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,67873741,11
Mus musculus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,10406194,11
Mus musculus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,33858759,11
Mus musculus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,6657119,11
Mus musculus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,65.3,11
Mus musculus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,2.3,11
Mus musculus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2006",11
Mus musculus,Species_Source,HerculanoHouzel_etal_2015_Table5,Mus musculus,11
Parascalops breweri,Order,HerculanoHouzel_etal_2015_Table5,Eulipotyphla,11
Parascalops breweri,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Parascalops breweri,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,42.7,11
Parascalops breweri,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,9.1,11
Parascalops breweri,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.759,11
Parascalops breweri,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.024,11
Parascalops breweri,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,123600000,11
Parascalops breweri,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,12470000,11
Parascalops breweri,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,78260000,11
Parascalops breweri,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,6095000,11
Parascalops breweri,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,61.2,11
Parascalops breweri,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,4.1,11
Parascalops breweri,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Sarko et al., 2009",11
Parascalops breweri,Species_Source,HerculanoHouzel_etal_2015_Table5,Parascalops breweri,11
Condylura cristata,Order,HerculanoHouzel_etal_2015_Table5,Eulipotyphla,11
Condylura cristata,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,4,11
Condylura cristata,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,41.1,11
Condylura cristata,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,4.7,11
Condylura cristata,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.802,11
Condylura cristata,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.046,11
Condylura cristata,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,131330000,11
Condylura cristata,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,21229000,11
Condylura cristata,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,83040000,11
Condylura cristata,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,19046000,11
Condylura cristata,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,61.3,11
Condylura cristata,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,6.3,11
Condylura cristata,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Sarko et al., 2009",11
Condylura cristata,Species_Source,HerculanoHouzel_etal_2015_Table5,Condylura cristata,11
Amblysomus hottentotus,Order,HerculanoHouzel_etal_2015_Table5,Afrotheria,11
Amblysomus hottentotus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Amblysomus hottentotus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,79,11
Amblysomus hottentotus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Amblysomus hottentotus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.812,11
Amblysomus hottentotus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.044,11
Amblysomus hottentotus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,65074000,11
Amblysomus hottentotus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,2124000,11
Amblysomus hottentotus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,46631000,11
Amblysomus hottentotus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,527000,11
Amblysomus hottentotus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,NA,11
Amblysomus hottentotus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Amblysomus hottentotus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Neves et al., 2014",11
Amblysomus hottentotus,Species_Source,HerculanoHouzel_etal_2015_Table5,Amblysomus hottentotus,11
Mesocricetus auratus,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Mesocricetus auratus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Mesocricetus auratus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,168.1,11
Mesocricetus auratus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,13.6,11
Mesocricetus auratus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.965,11
Mesocricetus auratus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.136,11
Mesocricetus auratus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,84220000,11
Mesocricetus auratus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,9893371,11
Mesocricetus auratus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,70640000,11
Mesocricetus auratus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,11942086,11
Mesocricetus auratus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,54.3,11
Mesocricetus auratus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,1.3,11
Mesocricetus auratus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2006",11
Mesocricetus auratus,Species_Source,HerculanoHouzel_etal_2015_Table5,Mesocricetus auratus,11
Scalopus aquaticus,Order,HerculanoHouzel_etal_2015_Table5,Eulipotyphla,11
Scalopus aquaticus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Scalopus aquaticus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,95.3,11
Scalopus aquaticus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,9.8,11
Scalopus aquaticus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,0.999,11
Scalopus aquaticus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.08,11
Scalopus aquaticus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,203520000,11
Scalopus aquaticus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,14587000,11
Scalopus aquaticus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,101740000,11
Scalopus aquaticus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,11823000,11
Scalopus aquaticus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,66.7,11
Scalopus aquaticus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,1.4,11
Scalopus aquaticus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Sarko et al., 2009",11
Scalopus aquaticus,Species_Source,HerculanoHouzel_etal_2015_Table5,Scalopus aquaticus,11
Elephantulus myurus,Order,HerculanoHouzel_etal_2015_Table5,Afrotheria,11
Elephantulus myurus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Elephantulus myurus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,45.1,11
Elephantulus myurus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Elephantulus myurus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1.04,11
Elephantulus myurus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.082,11
Elephantulus myurus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,129190603,11
Elephantulus myurus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,4424000,11
Elephantulus myurus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,78594397,11
Elephantulus myurus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,7733000,11
Elephantulus myurus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,NA,11
Elephantulus myurus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Elephantulus myurus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Neves et al., 2014",11
Elephantulus myurus,Species_Source,HerculanoHouzel_etal_2015_Table5,Elephantulus myurus,11
Rattus norvegicus,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Rattus norvegicus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,4,11
Rattus norvegicus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,315.1,11
Rattus norvegicus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,102.9,11
Rattus norvegicus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1.724,11
Rattus norvegicus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.292,11
Rattus norvegicus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,188867832,11
Rattus norvegicus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,12622383,11
Rattus norvegicus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,121914668,11
Rattus norvegicus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,7106729,11
Rattus norvegicus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,60.7,11
Rattus norvegicus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,2.4,11
Rattus norvegicus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2006",11
Rattus norvegicus,Species_Source,HerculanoHouzel_etal_2015_Table5,Rattus norvegicus,11
Microcebus murinus,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Microcebus murinus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Microcebus murinus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,60,11
Microcebus murinus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Microcebus murinus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,1.799,11
Microcebus murinus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Microcebus murinus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,254711180,11
Microcebus murinus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Microcebus murinus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,138948820,11
Microcebus murinus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Microcebus murinus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,64.7,11
Microcebus murinus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Microcebus murinus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Gabi et al., 2010",11
Microcebus murinus,Species_Source,HerculanoHouzel_etal_2015_Table5,Microcebus murinus,11
Proechimys guyannensis,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Proechimys guyannensis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Proechimys guyannensis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,223.485,11
Proechimys guyannensis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,16.6,11
Proechimys guyannensis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,2.078,11
Proechimys guyannensis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.071,11
Proechimys guyannensis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,202090113,11
Proechimys guyannensis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,2931245,11
Proechimys guyannensis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,181274887,11
Proechimys guyannensis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,4310103,11
Proechimys guyannensis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,52.7,11
Proechimys guyannensis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,1,11
Proechimys guyannensis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2011",11
Proechimys guyannensis,Species_Source,HerculanoHouzel_etal_2015_Table5,Proechimys cayennensis,11
Petrodromus tetradactylus,Order,HerculanoHouzel_etal_2015_Table5,Afrotheria,11
Petrodromus tetradactylus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Petrodromus tetradactylus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,132.5,11
Petrodromus tetradactylus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Petrodromus tetradactylus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,2.44,11
Petrodromus tetradactylus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.109,11
Petrodromus tetradactylus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,156830795,11
Petrodromus tetradactylus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,20600000,11
Petrodromus tetradactylus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,103349000,11
Petrodromus tetradactylus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,15610000,11
Petrodromus tetradactylus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,NA,11
Petrodromus tetradactylus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Petrodromus tetradactylus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Neves et al., 2014",11
Petrodromus tetradactylus,Species_Source,HerculanoHouzel_etal_2015_Table5,Petrodromus tetradactylus,11
Tupaia glis,Order,HerculanoHouzel_etal_2015_Table5,Scandentia,11
Tupaia glis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Tupaia glis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,172.5,11
Tupaia glis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,3.5,11
Tupaia glis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,2.752,11
Tupaia glis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.011,11
Tupaia glis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,261400000,11
Tupaia glis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tupaia glis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,199650000,11
Tupaia glis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tupaia glis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,56.7,11
Tupaia glis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tupaia glis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Tupaia glis,Species_Source,HerculanoHouzel_etal_2015_Table5,Tupaia glis,11
Cavia porcellus,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Cavia porcellus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Cavia porcellus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,311,11
Cavia porcellus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,49.1,11
Cavia porcellus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,3.656,11
Cavia porcellus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.486,11
Cavia porcellus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,233557275,11
Cavia porcellus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,4085741,11
Cavia porcellus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,228087725,11
Cavia porcellus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,9141554,11
Cavia porcellus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,50.6,11
Cavia porcellus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,1.4,11
Cavia porcellus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2006",11
Cavia porcellus,Species_Source,HerculanoHouzel_etal_2015_Table5,Cavia porcellus,11
Cynomys sp.,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Cynomys sp.,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Cynomys sp.,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,1515,11
Cynomys sp.,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,230.6,11
Cynomys sp.,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,5.321,11
Cynomys sp.,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.197,11
Cynomys sp.,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,437943767,11
Cynomys sp.,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,78742230,11
Cynomys sp.,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,417349567,11
Cynomys sp.,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,27350023,11
Cynomys sp.,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,51,11
Cynomys sp.,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,4.2,11
Cynomys sp.,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2011",11
Cynomys sp.,Species_Source,HerculanoHouzel_etal_2015_Table5,Cynomys sp.,11
Sciurus carolinensis,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Sciurus carolinensis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Sciurus carolinensis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,500,11
Sciurus carolinensis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sciurus carolinensis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,5.548,11
Sciurus carolinensis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.306,11
Sciurus carolinensis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,453660197,11
