Species,Body_Mass.g
Peromyscus gymnotis,40.0
Peromyscus hooperi,36.0
Peromyscus hylocetes,33.0
Peromyscus interparietalis,28.0
Peromyscus keeni,28.25
Peromyscus leucopus,21.19
Peromyscus levipes,23.0
Peromyscus madrensis,32.2
Peromyscus maniculatus,21.465
Peromyscus mayensis,32.0
Peromyscus megalops,66.2
Peromyscus mekisturus,60.0
Peromyscus melanocarpus,58.9
Peromyscus melanophrys,42.5
Peromyscus melanotis,39.6
Peromyscus melanurus,40.0
Peromyscus merriami,30.36
Peromyscus mexicanus,39.575
Peromyscus nasutus,28.0
Peromyscus ochraventer,40.0
Peromyscus pectoralis,39.0
Peromyscus pembertoni,33.0
Peromyscus perfulvus,40.0
Peromyscus polionotus,13.135
Peromyscus polius,40.0
Peromyscus pseudocrinitus,33.03
Peromyscus sagax,33.0
Peromyscus sejugis,21.5
Peromyscus simulus,40.0
Peromyscus slevini,32.87
Peromyscus spicilegus,36.0
Peromyscus stephani,32.17
Peromyscus stirtoni,29.2
Peromyscus truei,27.35
Peromyscus winkelmanni,53.75
Peromyscus yucatanicus,26.3
Peromyscus zarhynchus,40.0
Peropteryx kappleri,9.42
Peropteryx leucoptera,6.0
Peropteryx macrotis,5.41
Peropteryx trinitatis,4.595
Peroryctes broadbenti,4800.0
Peroryctes raffrayana,834.25
Petaurillus emiliae,13.5
Petaurillus hosei,21.1
Petaurillus kinlochii,40.0
Petaurista alborufus,4290.0
Petaurista elegans,960.5
Petaurista leucogenys,1150.0
Petaurista magnificus,1475.5
Petaurista nobilis,2710.0
Petaurista petaurista,1735.815
Petaurista philippensis,1676.0
Petaurista xanthotis,1900.0
Petauroides volans,1500.0
Petaurus abidi,281.0
Petaurus australis,565.0
Petaurus biacensis,87.74
Petaurus breviceps,127.0
Petaurus gracilis,353.0
Petaurus norfolcensis,230.0
Petinomys crinitus,113.0
Petinomys fuscocapillus,794.5
Petinomys genibarbis,110.0
Petinomys hageni,388.0
Petinomys lugens,433.0
Petinomys mindanensis,137.64
Petinomys sagitta,50.0
Petinomys setosus,38.44
Petinomys vordermanni,40.39
Petrodromus tetradactylus,160.0
Petrogale assimilis,4500.0
Petrogale brachyotis,4050.0
Petrogale burbidgei,1258.0
Petrogale coenensis,4123.14
Petrogale concinna,1375.0
Petrogale godmani,4750.0
Petrogale herberti,4636.57
Petrogale inornata,4600.0
Petrogale lateralis,4612.5
Petrogale mareeba,4136.57
Petrogale penicillata,7100.0
Petrogale persephone,6200.0
Petrogale purpureicollis,5850.0
Petrogale rothschildi,3400.0
Petrogale sharmani,4123.14
Petrogale xanthopus,8000.0
Petromus typicus,224.0
Petromyscus barbouri,21.49
Petromyscus collinus,20.0
Petromyscus monticularis,20.73
Petromyscus shortridgei,46.5
Petropseudes dahli,1820.0
Phacochoerus aethiopicus,68160.135
Phacochoerus africanus,74750.0
Phaenomys ferrugineus,93.8
Phaiomys leucurus,41.87
Phalanger alexandrae,1846.67
Phalanger carmelitae,1523.75
Phalanger gymnotis,2648.945
Phalanger intercastellanus,1590.75
Phalanger lullulae,1632.5
Phalanger maculatus,4250.0
Phalanger matabiru,1846.67
Phalanger matanim,1550.0
Phalanger mimicus,1923.335
Phalanger orientalis,2334.375
Phalanger ornatus,1793.75
Phalanger rothschildi,1304.5
Phalanger sericeus,2003.0
Phalanger vestitus,1850.0
Phaner electromontis,412.5
Phaner furcifer,430.0
Phaner pallescens,360.5
Phaner parienti,425.0
Pharotis imogene,8.34
Phascogale calura,51.5
Phascogale tapoatafa,193.5
Phascolarctos cinereus,5767.0
Phascolosorex doriae,168.31
Phascolosorex dorsalis,93.0
Phascomurexia naso,50.56
Phenacomys intermedius,25.2
Phenacomys ungava,32.5
Philander andersoni,325.0
Philander frenatus,395.45
Philander mcilhennyi,325.0
Philander opossum,487.103
Philantomba maxwellii,5957.345
Philantomba monticola,5273.025
Philetor brachypterus,10.93
Phloeomys cumingi,1946.33
Phloeomys pallidus,1744.14
Phoca largha,120750.0
Phoca vitulina,96211.667
Phocarctos hookeri,192900.0
Phocoena dioptrica,65000.0
Phocoena phocoena,60000.0
Phocoena sinus,42500.0
Phocoena spinipinnis,64020.95
Phocoenoides dalli,96944.443
Phodopus campbelli,23.4
Phodopus roborovskii,18.75
Phodopus sungorus,33.75
Phoniscus aerosa,5.23
Phoniscus atrox,4.505
Phoniscus jagorii,4.7
Phoniscus papuensis,6.32
Phylloderma stenops,49.89
Phyllomys blainvillii,243.3
Phyllomys brasiliensis,312.49
Phyllomys dasythrix,260.0
Phyllomys kerri,298.33
Phyllomys lamarum,215.19
Phyllomys lundi,298.33
Phyllomys mantiqueirensis,298.33
Phyllomys medius,298.33
Phyllomys nigrispinus,224.3
Phyllomys pattoni,298.33
Phyllomys thomasi,502.14
Phyllomys unicolor,439.0
Phyllonycteris aphylla,14.15
Phyllonycteris major,14.15
Phyllonycteris poeyi,15.36
Phyllops falcatus,20.91
Phyllostomus discolor,34.675
Phyllostomus elongatus,42.665
Phyllostomus hastatus,88.605
Phyllostomus latifolius,134.0
Phyllotis amicus,20.2
Phyllotis andium,53.0
Phyllotis bonariensis,42.5
Phyllotis caprinus,50.8
Phyllotis darwini,50.83
Phyllotis definitus,89.0
Phyllotis haggardi,42.5
Phyllotis limatus,48.29
Phyllotis magister,68.5
Phyllotis osgoodi,45.1
Phyllotis osilae,49.0
Phyllotis wolffsohni,42.5
Phyllotis xanthopygus,56.3
Physeter catodon,25720825.02
Piliocolobus badius,7000.0
Piliocolobus foai,8591.69
Piliocolobus gordonorum,8591.69
Piliocolobus kirkii,6139.43
Piliocolobus pennantii,10896.0
Piliocolobus preussi,8865.71
Piliocolobus rufomitratus,8030.75
Piliocolobus tephrosceles,8469.83
Piliocolobus tholloni,8591.69
Pipanacoctomys aureus,136.62
Pipistrellus abramus,5.87
Pipistrellus adamsi,4.2
Pipistrellus aero,6.2
Pipistrellus angulatus,3.35
Pipistrellus ceylonicus,9.245
Pipistrellus collinus,6.75
Pipistrellus coromandra,4.6
Pipistrellus deserti,6.2
Pipistrellus endoi,5.6
Pipistrellus hesperidus,5.28
Pipistrellus hesperus,3.7
Pipistrellus inexspectatus,6.2
Pipistrellus javanicus,4.895
Pipistrellus kuhlii,6.115
Pipistrellus maderensis,6.2
Pipistrellus minahassae,7.45
Pipistrellus nanulus,2.5
Pipistrellus nathusii,7.31
Pipistrellus papuanus,4.31
Pipistrellus paterculus,5.6
Pipistrellus permixtus,6.36
Pipistrellus pipistrellus,5.69
Pipistrellus pygmaeus,5.28
Pipistrellus rueppellii,7.07
Pipistrellus rusticus,4.55
Pipistrellus stenopterus,15.2
Pipistrellus sturdeei,5.28
Pipistrellus subflavus,5.53
Pipistrellus tenuis,4.95
Pipistrellus wattsi,5.28
Pipistrellus westralis,3.0
Pith VIII /Sangiran 17,61800.0
Pithecheir melanurus,108.0
Pithecheir parvus,106.0
Pithecheirops otion,71.33
Pithecia aequatorialis,2249.99
Pithecia albicans,2800.01
Pithecia irrorata,2163.887
Pithecia monachus,1500.0
Pithecia pithecia,1816.0
Plagiodontia aedium,1267.0
Plagiodontia araeum,1267.0
Plagiodontia ipnaeum,1267.0
Planigale gilesi,9.2
Planigale ingrami,4.25
Planigale maculata,11.0
Planigale novaeguineae,14.9
Planigale tenuirostris,6.05
Platacanthomys lasiurus,75.0
Platalina genovensium,16.25
Platanista gangetica,87315.0
Platanista minor,83914.59
Platymops setiger,13.0
Platyrrhinus aurarius,34.15
Platyrrhinus brachycephalus,13.5
Platyrrhinus chocoensis,22.0
Platyrrhinus dorsalis,26.0
Platyrrhinus helleri,13.135
Platyrrhinus infuscus,50.25
Platyrrhinus lineatus,23.48
Platyrrhinus recifinus,22.0
Platyrrhinus umbratus,24.5
Platyrrhinus vittatus,39.0
Plecotus alpinus,7.56
Plecotus auritus,7.215
Plecotus austriacus,7.3
Plecotus balensis,7.56
Plecotus kolombatovici,7.56
Plecotus sardus,7.56
Plecotus taivanus,8.54
Plecotus teneriffae,8.33
Plerotes anchietae,120.64
Podogymnura aureospinula,247.0
Podogymnura truei,114.0
Podomys floridanus,32.135
Podoxymys roraimae,33.8
Poecilogale albinucha,295.0
Poelagus marjorita,2500.0
Pogonomelomys bruijni,82.01
Pogonomelomys mayeri,109.7
Pogonomys championi,50.45
Pogonomys fergussoniensis,57.88
Pogonomys loriae,95.13
Pogonomys macrourus,63.925
Pogonomys sylvestris,42.275
Poiana leightoni,500.0
Poiana richardsonii,500.0
Pongo,73500.0
Pongo pygmaeus,54145.0
Pongo pygmaeus morio,37497.333
Pongo pygmaeus wurmbii,36741.5
Pongo sp.,41151.0
Pontoporia blainvillei,40500.0
Potamochoerus larvatus,48781.25
Potamochoerus porcus,72500.16
Potamogale velox,660.0
Potorous apicalis,1350.0
Potorous gilbertii,1569.46
Potorous longipes,1900.0
Potorous platyops,550.0
Potorous tridactylus,1100.0
Potos flavus,2100.0
Praomys daltoni,34.995
Praomys degraaffi,36.25
Praomys delectorum,36.0
Praomys derooi,32.0
Praomys hartwigi,38.86
Praomys jacksoni,42.0
Praomys lukolelae,42.2
Praomys minor,41.84
Praomys misonnei,41.91
Praomys morio,38.25
Praomys mutoni,41.71
Praomys obscurus,36.25
Praomys petteri,36.25
Praomys rostratus,41.83
Praomys tullbergi,36.515
Praomys verschureni,36.25
Presbytis chrysomelas,6603.939
Presbytis comata,6587.5
Presbytis comata group,6548.85
Presbytis femoralis,6895.919
Presbytis frontata,5737.5
Presbytis frontata group,5216.4
Presbytis hosei,5920.0
Presbytis melalophos,6590.0
Presbytis melalophos group,6412.779
Presbytis natunae,5719.575
Presbytis obscurus,6360.0
Presbytis potenziani,5890.167
Presbytis rubicunda,6318.335
Presbytis rubicunda group,6270.9
Presbytis siamensis,5678.957
Presbytis thomasi,6625.1
Priodontes maximus,48667.19
Prionailurus bengalensis,4385.0
Prionailurus iriomotensis,3700.0
Prionailurus planiceps,4425.0
Prionailurus rubiginosus,1402.19
Prionailurus viverrinus,8775.165
Prionodon linsang,699.0
Prionodon pardicolor,481.0
Prionomys batesi,12.5
Procapra gutturosa,27750.0
Procapra picticaudata,20000.0
Procapra przewalskii,27500.0
Procavia capensis,17000.0
Procolobus kirkii,5133.333
Procolobus pennantii,8300.0
Procolobus rufomitratus,7500.0
Procolobus rufomitratus tephrosceles,7258.0
Procolobus verus,4305.5
Procyon cancrivorus,6940.82
Procyon lotor,12000.0
Procyon pygmaeus,2500.0
Proechimys brevicauda,285.0
Proechimys canicollis,285.0
Proechimys chrysaeolus,285.0
Proechimys cuvieri,330.0
Proechimys decumanus,285.0
Proechimys echinothrix,292.04
Proechimys gardneri,292.04
Proechimys goeldii,285.0
Proechimys guairae,400.0
Proechimys guyannensis,268.757
Proechimys hoplomyoides,285.0
Proechimys kulinae,292.04
Proechimys longicaudatus,205.0
Proechimys magdalenae,285.0
Proechimys mincae,285.0
Proechimys oconnelli,285.0
Proechimys pattoni,292.04
Proechimys poliopus,285.0
Proechimys quadruplicatus,285.0
Proechimys roberti,284.99
Proechimys semispinosus,452.625
Proechimys simonsi,285.0
Proechimys steerei,285.0
Proechimys trinitatus,296.15
Proechimys urichi,285.0
Proedromys bedfordi,55.86
Profelis aurata,11295.005
Prolemur simus,2143.602
Prometheomys schaposchnikowi,75.0
Promops centralis,26.37
Promops nasutus,15.2
Pronolagus crassicaudatus,2089.0
Pronolagus randensis,2335.02
Pronolagus rupestris,1754.0
Propithecus coquereli,3939.208
Propithecus deckenii,3494.375
Propithecus diadema,6100.0
Propithecus diadema group,4580.0
Propithecus edwardsi,5949.734
Propithecus perrieri,5250.0
Propithecus tattersalli,3495.0
Propithecus verreauxi,3403.333
Propithecus verreauxi verreauxi,2955.0
Prosciurillus abstrusus,79.2
Prosciurillus leucomus,128.0
Prosciurillus murinus,72.9
Prosciurillus rosenbergii,90.41
Prosciurillus weberi,106.26
Proteles cristata,8479.695
Protochromys fellowsi,78.99
Protoxerus aubinnii,350.0
Protoxerus stangeri,630.5
Przewalskium albirostris,161681.9
Psammomys obesus,109.34
Psammomys vexillaris,114.79
Pseudantechinus bilarni,25.275
Pseudantechinus macdonnellensis,32.5
Pseudantechinus mimulus,16.5
Pseudantechinus ningbing,20.0
Pseudantechinus roryi,24.28
Pseudantechinus woolleyae,40.0
Pseudocheirus peregrinus,898.407
Pseudocheirus peregrinus notialis,916.0
Pseudochirops albertisii,784.675
Pseudochirops archeri,1093.25
Pseudochirops corinnae,1123.0
Pseudochirops coronatus,1500.0
Pseudochirops cupreus,1712.25
Pseudochirulus canescens,300.0
Pseudochirulus caroli,448.01
Pseudochirulus cinereus,977.48
Pseudochirulus forbesi,644.58
Pseudochirulus herbertensis,1106.67
Pseudochirulus larvatus,448.3
Pseudochirulus mayeri,151.75
Pseudochirulus schlegeli,264.72
Pseudohydromys ellermani,21.4
Pseudohydromys fuscus,18.74
Pseudohydromys murinus,16.8
Pseudohydromys occidentalis,21.9
Pseudois nayaur,45000.0
Pseudois schaeferi,29250.0
Pseudomys albocinereus,30.5
Pseudomys apodemoides,20.0
Pseudomys australis,57.5
Pseudomys bolami,15.5
Pseudomys calabyi,19.5
Pseudomys chapmani,12.0
Pseudomys delicatulus,11.0
Pseudomys desertor,25.0
Pseudomys fieldi,45.0
Pseudomys fumeus,70.0
Pseudomys glaucus,27.5
Pseudomys gouldii,50.0
Pseudomys gracilicaudatus,74.75
Pseudomys hermannsburgensis,12.69
Pseudomys higginsi,67.0
Pseudomys johnsoni,12.0
Pseudomys laborifex,12.0
Pseudomys nanus,34.0
Pseudomys novaehollandiae,20.0
Pseudomys occidentalis,34.0
Pseudomys oralis,95.0
Pseudomys patrius,15.0
Pseudomys pilligaensis,11.0
Pseudomys shortridgei,70.0
Pseudopotto martini,474.8
Pseudorca crassidens,1573333.333
Pseudoryx nghetinhensis,97842.2
Pseudoryzomys simplex,51.25
Ptenochirus jagori,77.25
Ptenochirus minor,36.25
Pteralopex acrodonta,250.5
Pteralopex anceps,560.36
Pteralopex atrata,472.0
Pteralopex pulchra,280.0
Pteralopex taki,369.06
Pteromys momonga,297.41
Pteromys volans,143.75
Pteromyscus pulverulentus,367.125
Pteronotus davyi,9.905
Pteronotus gymnonotus,14.015
Pteronotus macleayii,5.35
Pteronotus parnellii,19.385
Pteronotus personatus,8.255
Pteronotus pristinus,9.25
Pteronotus quadridens,5.16
Pteronura brasiliensis,23999.965
Pteropus admiralitatum,299.9
Pteropus aldabrensis,305.0
Pteropus alecto,619.285
Pteropus anetianus,426.0
Pteropus aruensis,361.25
Pteropus banakrisi,225.0
Pteropus brunneus,200.0
Pteropus caniceps,505.0
Pteropus capistratus,247.5
Pteropus chrysoproctus,710.0
Pteropus cognatus,361.25
Pteropus conspicillatus,762.85
Pteropus dasymallus,435.0
Pteropus edulis,900.0
Pteropus faunulus,344.76
Pteropus fundatus,205.65
Pteropus giganteus,806.64
Pteropus gilliardorum,406.94
Pteropus griseus,269.0
Pteropus howensis,232.93
Pteropus hypomelanus,409.07
Pteropus insularis,282.86
Pteropus intermedius,361.25
Pteropus keyensis,361.25
Pteropus leucopterus,340.0
Pteropus livingstonii,734.27
Pteropus lombocensis,250.3
Pteropus loochoensis,361.25
Pteropus lylei,316.67
Pteropus macrotis,361.5
Pteropus mahaganus,358.2
Pteropus mariannus,453.5
Pteropus melanopogon,860.0
Pteropus melanotus,803.08
Pteropus molossinus,284.21
Pteropus neohibernicus,903.395
Pteropus niger,456.25
Pteropus nitendiensis,265.0
Pteropus ocularis,220.0
Pteropus ornatus,330.0
Pteropus pelewensis,361.25
Pteropus personatus,127.5
Pteropus pilosus,361.25
Pteropus pohlei,343.0
Pteropus poliocephalus,695.0
Pteropus pselaphon,282.86
Pteropus pumilus,183.35
Pteropus rayneri,724.5
Pteropus rennelli,361.25
Pteropus rodricensis,253.83
Pteropus rufus,349.915
Pteropus samoensis,310.0
Pteropus scapulatus,390.48
Pteropus seychellensis,457.0
Pteropus speciosus,344.76
Pteropus subniger,361.25
Pteropus temminckii,305.625
Pteropus tokudae,152.0
Pteropus tonganus,423.54
Pteropus tuberculatus,282.86
Pteropus ualanus,361.25
Pteropus vampyrus,1013.83
Pteropus vetulus,148.0
Pteropus voeltzkowi,527.5
Pteropus woodfordi,119.33
Pteropus yapensis,361.25
Ptilocercus lowii,41.88
Pudu mephistophiles,9599.97
Pudu puda,9749.9
Puma concolor,53016.02
Puma yagouaroundi,4680.0
Punomys kofordi,84.8
Punomys lemminus,84.8
Pusa caspica,62538.1
Pusa hispida,70024.3
Pusa sibirica,89499.995
Putorius furo,900.0
Pygathrix cinerea,10083.3
Pygathrix nemaeus,7500.0
Pygathrix nigripes,9850.28
Pygathrix sp.,9720.0
Pygeretmus platyurus,40.14
Pygeretmus pumilio,52.0
Pygeretmus shitkovi,58.3
Pygoderma bilabiatum,18.5
Rana esculenta,48.0
Rangifer tarandus,78866.99
Raphicerus campestris,10350.01
Raphicerus melanotis,10174.955
Raphicerus sharpei,9499.92
Rattus adustus,158.0
Rattus andamanensis,149.96
Rattus annandalei,216.1
Rattus arfakiensis,149.96
Rattus argentiventer,133.13
Rattus arrogans,149.96
Rattus baluensis,108.75
Rattus blangorum,149.96
Rattus bontanus,239.0
Rattus burrus,152.3
Rattus colletti,61.0
Rattus elaphinus,131.35
Rattus enganus,305.0
Rattus everetti,255.03
Rattus exulans,53.805
Rattus feliceus,306.0
Rattus fuscipes,127.5
Rattus giluwensis,169.88
Rattus hainaldi,155.52
Rattus hoffmanni,147.0
Rattus hoogerwerfi,165.0
Rattus jobiensis,380.0
Rattus koopmani,151.4
Rattus korinchi,131.0
Rattus leucopus,171.73
Rattus losea,77.0
Rattus lugens,224.0
Rattus lutreolus,99.35
Rattus macleari,149.96
Rattus marmosurus,217.0
Rattus mindorensis,136.0
Rattus mollicomulus,151.76
Rattus montanus,136.0
Rattus mordax,230.0
Rattus morotaiensis,141.175
Rattus nativitatis,149.96
Rattus niobe,43.585
Rattus nitidus,117.25
Rattus norvegicus,400.0
Rattus novaeguineae,133.0
Rattus omichlodes,70.02
Rattus osgoodi,93.0
Rattus palmarum,491.0
Rattus pelurus,170.27
Rattus pococki,149.96
Rattus praetor,204.13
Rattus pyctoris,149.96
Rattus ranjiniae,120.0
Rattus rattus,189.565
Rattus richardsoni,64.29
Rattus salocco,149.96
Rattus sanila,149.96
Rattus satarae,149.96
Rattus simalurensis,153.12
Rattus sordidus,139.085
Rattus sp.,217.0
Rattus steini,155.0
Rattus stoicus,323.0
Rattus tanezumi,134.0
Rattus tawitawiensis,180.0
Rattus timorensis,160.32
Rattus tiomanicus,129.96
Rattus tunneyi,100.1
Rattus vandeuseni,67.24
Rattus verecundus,78.21
Rattus villosissimus,134.0
Rattus xanthurus,303.0
Ratufa affinis,1069.375
Ratufa bicolor,1685.0
Ratufa indica,1497.5
Ratufa macroura,1327.08
Redunca arundinum,48100.135
Redunca fulvorufula,30249.93
Redunca redunca,45775.205
Reithrodon auritus,70.85
Reithrodon typicus,70.85
Reithrodontomys brevirostris,12.9
Reithrodontomys burti,20.0
Reithrodontomys chrysopsis,19.0
Reithrodontomys creper,22.8
Reithrodontomys darienensis,13.0
Reithrodontomys fulvescens,11.4
Reithrodontomys gracilis,12.27
Reithrodontomys hirsutus,20.0
Reithrodontomys humulis,8.31
Reithrodontomys megalotis,10.035
Reithrodontomys mexicanus,16.0
Reithrodontomys microdon,20.0
Reithrodontomys montanus,10.9
Reithrodontomys paradoxus,16.22
Reithrodontomys raviventris,11.05
Reithrodontomys rodriguezi,19.29
Reithrodontomys spectabilis,20.2
Reithrodontomys sumichrasti,19.0
Reithrodontomys tenuirostris,20.0
Reithrodontomys zacatecae,14.49
Rhabdomys dilectus,41.12
Rhabdomys pumilio,40.415
Rhagamys orthodon,71.33
Rhagomys longilingua,21.2
Rhagomys rufescens,21.2
Rheithrosciurus macrotis,1225.0
Rheomys mexicanus,40.0
Rheomys raptor,38.0
Rheomys thomasi,40.0
Rheomys underwoodi,41.85
Rhesus macaque,8470.0
Rhinoceros sondaicus,1750000.0
Rhinoceros unicornis,1926166.5
Rhinolophus,16.0
Rhinolophus acuminatus,12.115
Rhinolophus adami,10.4
Rhinolophus affinis,13.565
Rhinolophus alcyone,18.75
Rhinolophus arcuatus,8.75
Rhinolophus beddomei,10.62
Rhinolophus blasii,9.7
Rhinolophus bocharicus,15.05
Rhinolophus borneensis,7.9
Rhinolophus canuti,10.75
Rhinolophus capensis,12.8
Rhinolophus celebensis,10.4
Rhinolophus clivosus,17.88
Rhinolophus coelophyllus,7.4
Rhinolophus cognatus,10.49
Rhinolophus convexus,10.62
Rhinolophus cornutus,6.9
Rhinolophus creaghi,12.0
Rhinolophus darlingi,9.45
Rhinolophus deckenii,10.4
Rhinolophus denti,6.15
Rhinolophus eloquens,19.05
Rhinolophus euryale,8.15
Rhinolophus euryotis,14.3
Rhinolophus ferrumequinum,22.28
Rhinolophus formosae,10.62
Rhinolophus fumigatus,12.94
Rhinolophus guineensis,9.9
Rhinolophus hildebrandtii,27.545
Rhinolophus hilli,13.6
Rhinolophus hillorum,10.62
Rhinolophus hipposideros,4.63
Rhinolophus imaizumii,10.62
Rhinolophus inops,13.5
Rhinolophus keyensis,6.26
Rhinolophus landeri,9.255
Rhinolophus lepidus,5.65
Rhinolophus luctus,33.675
Rhinolophus maclaudi,13.08
Rhinolophus macrotis,6.225
Rhinolophus madurensis,10.62
Rhinolophus maendeleo,10.62
Rhinolophus malayanus,6.55
Rhinolophus marshalli,5.02
Rhinolophus megaphyllus,9.93
Rhinolophus mehelyi,11.015
Rhinolophus mitratus,10.4
Rhinolophus monoceros,10.62
Rhinolophus montanus,10.62
Rhinolophus nereis,9.62
Rhinolophus osgoodi,10.62
Rhinolophus paradoxolophus,8.77
Rhinolophus pearsonii,12.725
Rhinolophus philippinensis,10.33
Rhinolophus pusillus,4.925
Rhinolophus rex,10.4
Rhinolophus robinsoni,8.5
Rhinolophus rouxii,12.25
Rhinolophus rufus,30.0
Rhinolophus ruwenzorii,10.62
Rhinolophus sakejiensis,22.0
Rhinolophus sedulus,8.75
Rhinolophus shameli,9.61
Rhinolophus shortridgei,10.62
Rhinolophus siamensis,10.62
Rhinolophus silvestris,10.4
Rhinolophus simulator,8.1
Rhinolophus sinicus,10.62
Rhinolophus stheno,8.2
Rhinolophus subbadius,10.49
Rhinolophus subrufus,10.4
Rhinolophus swinnyi,7.13
Rhinolophus thomasi,8.65
Rhinolophus trifoliatus,14.665
Rhinolophus virgo,6.0
Rhinolophus yunanensis,21.6
Rhinolophus ziama,10.62
Rhinonicteris aurantia,8.71
Rhinophylla alethina,13.57
Rhinophylla fischerae,9.6
Rhinophylla pumilio,9.225
Rhinopithecus avunculus,8793.095
Rhinopithecus bieti,10050.27
Rhinopithecus brelichi,12267.15
Rhinopithecus roxellana,12969.787
Rhinopoma hardwickii,13.0
Rhinopoma macinnesi,14.94
Rhinopoma microphyllum,27.485
Rhinopoma muscatellum,9.14
Rhinosciurus laticaudatus,234.125
Rhipidomys austrinus,89.0
Rhipidomys caucensis,89.0
Rhipidomys couesi,89.0
Rhipidomys emiliae,79.72
Rhipidomys fulviventer,89.0
Rhipidomys gardneri,79.72
Rhipidomys latimanus,57.5
Rhipidomys leucodactylus,80.0
Rhipidomys macconnelli,41.6
Rhipidomys macrurus,79.72
Rhipidomys mastacalis,77.5
Rhipidomys modicus,79.72
Rhipidomys nitela,89.0
Rhipidomys ochrogaster,89.0
Rhipidomys venezuelae,90.0
Rhipidomys venustus,89.0
Rhipidomys wetzeli,89.0
Rhizomys pruinosus,2450.0
Rhizomys sinensis,865.0
Rhizomys sumatrensis,1625.0
Rhizoplagiodontia lemkei,1350.1
Rhogeessa aeneus,4.22
Rhogeessa alleni,5.47
Rhogeessa genowaysi,4.64
Rhogeessa gracilis,4.88
Rhogeessa hussoni,4.22
Rhogeessa io,4.22
Rhogeessa minutilla,3.75
Rhogeessa mira,4.91
Rhogeessa parvula,4.36
Rhogeessa tumida,4.815
Rhombomys opimus,144.0
Rhynchocyon chrysopygus,540.0
Rhynchocyon cirnei,490.0
Rhynchocyon petersi,397.0
Rhynchogale melleri,2610.0
Rhyncholestes raphanurus,22.25
Rhynchomeles prattorum,862.26
Rhynchomys isarogensis,122.5
Rhynchomys soricoides,187.0
Rhynchonycteris naso,4.065
Romerolagus diazi,476.65
Rousettus aegyptiacus,130.93
Rousettus amplexicaudatus,81.425
Rousettus bidens,62.39
Rousettus celebensis,56.3
Rousettus lanosus,103.0
Rousettus leschenaultii,84.88
Rousettus linduensis,77.74
Rousettus madagascariensis,62.1
Rousettus obliviosus,44.1
Rousettus spinalatus,90.75
Rubrisciurus rubriventer,129.52
Rucervus duvaucelii,171223.86
Rucervus eldii,95471.61
Rucervus schomburgki,107626.42
Rupicapra pyrenaica,30000.0
Rupicapra rupicapra,26633.5
Rusa alfredi,46475.04
Rusa marianna,49457.61
Rusa timorensis,66375.5
Rusa unicolor,177522.9
Ruwenzorisorex suncoides,18.2
S. sciureus,900.0
STS 19,45000.0
Saccolaimus flaviventris,42.13
Saccolaimus mixtus,23.03
Saccolaimus peli,100.0
Saccolaimus saccolaimus,42.4
Saccopteryx antioquensis,4.72
Saccopteryx bilineata,7.79
Saccopteryx canescens,3.39
Saccopteryx gymnura,4.0
Saccopteryx leptura,4.81
Saccostomus campestris,50.29
Saccostomus mearnsi,45.5
Saguinus bicolor,473.0
Saguinus fuscicollis,383.462
Saguinus geoffroyi,496.81
Saguinus graellsi,462.13
Saguinus imperator,446.0
Saguinus inustus,410.5
Saguinus labiatus,520.0
Saguinus leucopus,502.292
Saguinus martinsi,462.13
Saguinus melanoleucus,462.13
Saguinus midas,340.0
Saguinus midas group,400.833
Saguinus mystax,578.175
Saguinus mystax group,568.3
Saguinus mystax pileatus,524.5
Saguinus niger,396.783
Saguinus nigricollis,472.5
Saguinus nigricollis group,401.143
Saguinus oedipus,398.312
Saguinus oedipus group,446.3
Saguinus pileatus,503.877
Saguinus tripartitus,393.5
Saiga borealis,29000.0
Saiga tatarica,33367.005
Saimiri boliviensis,774.302
Saimiri boliviensis group,940.0
Saimiri oerstedii,628.2
Saimiri sciureus,764.661
Saimiri sciureus group,830.538
Saimiri ustus,1000.0
Saimiri vanzolinii,769.61
Salanoia concolor,715.0
Salinoctomys loschalchalerosorum,136.62
Salinomys delicatus,12.3
Salpingotulus michaelis,29.05
Salpingotus crassicauda,13.1
Salpingotus heptneri,8.9
Salpingotus kozlovi,10.73
Salpingotus pallidus,9.8
Salpingotus thomasi,10.45
Sapajus apella,2501.0
Sarcophilus harrisii,8734.083
Sauromys petrophilus,14.25
Scalopus aquaticus,100.0
Scapanulus oweni,36.64
Scapanus latimanus,55.0
Scapanus orarius,61.2
Scapanus townsendii,105.85
Scapteromys aquaticus,146.0
Scapteromys tumidus,146.0
Scaptochirus moschatus,90.51
Scaptonyx fusicaudus,19.41
Sciurillus pusillus,39.0
Sciurocheirus alleni cameronensis,269.0
Sciurocheirus gabonensis,260.0
Sciurotamias davidianus,433.51
Sciurotamias forresti,433.51
Sciurus aberti,625.245
Sciurus aestuans,185.0
Sciurus alleni,434.5
Sciurus anomalus,256.0
Sciurus arizonensis,646.99
Sciurus aureogaster,595.0
Sciurus carolinensis,650.0
Sciurus colliaei,498.0
Sciurus deppei,190.0
Sciurus flammifer,4292.99
Sciurus gilvigularis,803.01
Sciurus granatensis,325.0
Sciurus griseus,717.425
Sciurus hudsonius,600.0
Sciurus ignitus,190.0
Sciurus igniventris,700.0
Sciurus lis,264.3
Sciurus nayaritensis,697.0
Sciurus niger,681.373
Sciurus oculatus,649.99
Sciurus pucheranii,803.01
Sciurus pyrrhinus,482.0
Sciurus richmondi,205.0
