"Species Name"	"Species name adjusted to 10kTrees"	"Species name in Perelman tree"	"Subfamily"	"Family"	"Terrestriality"	"logECV"	"logBodyMass"	"logInsects"	"logFruit"	"logLeaves"	"logCombiGroupSize"	"logHRS"	"Diurnality"	"ECV"	"N ECV"	"Sex ECV"	"Source ECV"	"Body mass"	"N Body mass"	"Sex Body mass"	"Source Body mass"	"Original source Body mass"	"%animal prey"	"%fruit"	"% seeds"	"%fruit and seeds"	"%nectar"	"%flowers"	"%nectar and flowers"	"% reproductive plant parts (fruits, flowers and nectar)"	"%gum"	"%leaves"	"%young leaves"	"%mature leaves"	"%nonreproctive plant parts (gum and leaves, bark etc.)"	"%other"	"sum"	"Calculation"	"Source diet composition"	"Sleeping group size"	"Remarks Sleeping group size"	"Foraging Group size: mean"	"Group size: range"	"Group size combined"	"Source group size"	"Day range (m)"	"male Home range (HR) size: mean (ha)"	"female Home range size: mean"	"HR size average"	"HR range"	"Source Home range size"
"Hylobates_lar"	"Hylobates_lar"	"Hylobates_lar"	NA	"Hylobatidae"	0	2.00594199986944	3.75012415221	0.985276743179294	1.80413943233535	1.39211046501131	0.6414741105041	1.68124123737559	1	101.377598667329	237	"all individuals"	"van Woerden compilation"	5625.02105263158	95	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	9.66666666666667	63.7	NA	63.7	NA	2	2	65.7	NA	24.6666666666667	NA	NA	24.6666666666667	0	100.033333333333	"average"	"Bartlett 07 review"	NA	NA	"4.38"	"3 to 12"	4.38	"diverse in ATWP 2011"	NA	NA	NA	48	NA	NA
"Hylobates_moloch"	"Hylobates_moloch"	"Hylobates_moloch"	NA	"Hylobatidae"	0	1.97066866855841	3.80719666071095	NA	1.78532983501077	1.57978359661681	0.544068044350276	1.23044892137827	1	93.4692307692308	13	"all individuals"	"van Woerden compilation"	6415	2	"all individuals"	"Isler et al. 2008 (matching)"	"Geissmann 1993"	0	61	NA	61	NA	1	1	62	NA	38	NA	NA	38	0	100	"single study"	"Bartlett 07 review (Kappeler 1981)"	NA	NA	"3.5"	"3 to 4"	3.5	"Nijman 2001 in ATWP 2011"	NA	NA	NA	17	NA	NA
"Hylobates_muelleri"	"Hylobates_muelleri"	"Hylobates_muelleri"	NA	"Hylobatidae"	0	1.9793516793979	3.75184854949365	0.301029995663981	1.75587485567249	1.53147891704226	0.525044807036845	1.64345267648619	1	95.3568023903405	66	"all individuals"	"van Woerden compilation"	5647.4	13	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	2	57	NA	57	1.3	5.7	7	64	NA	34	NA	NA	34	0	100	"average"	"Bartlett 07 review, Chivers 1984, Rodman 1978"	NA	NA	"3.3499999999999996"	"2 to 5"	3.35	"diverse in ATWP 2011"	NA	NA	NA	44	NA	NA
"Hylobates_pileatus"	"Hylobates_pileatus"	"Hylobates_pileatus"	NA	"Hylobatidae"	0	1.92780744155771	3.73798732633343	1.04139268515823	1.82930377283102	1.30102999566398	0.602059991327962	1.57978359661681	1	84.6851851851852	9	"mean m/f, no dim"	"Isler et al. 2008"	5470	2	"all individuals"	"Isler et al. 2008"	"Smith&Jungers 1997"	11	67.5	NA	67.5	NA	1	1	68.5	NA	20	NA	NA	20	0.5	100	"average"	"Bartlett 07 review"	NA	NA	"4"	"2 to 6"	4	"Phoonjampa ATWP 2011"	NA	NA	NA	38	NA	NA
"Indri_indri"	"Indri_indri"	"Indri_indri"	NA	"Indridae"	0	1.54417531107958	3.8119099804201	NA	1.25731851309764	1.7444494574468	0.602059991327962	1.43536650661266	1	35.0086457446808	47	"all individuals"	"van Woerden compilation"	6485	4	"all individuals"	"Powzyk & Thalmann 2003"	NA	0	18.085	NA	18.085	NA	4.1	4.1	22.185	NA	55.52	53.37	2.15	55.52	22.3	100.005	"average"	"Atsalis 1999, Pollock 1977, Powzyk 1997, Britt et al. 2002"	NA	NA	"4"	"2 to 6 (adult pair plus offspring)"	4	"Gould and Sauther 07 review"	"550"	NA	NA	27.25	NA	NA
"Lagothrix_cana"	"Lagothrix_cana"	"Lagothrix_cana"	"Atelinae"	"Atelidae"	0	1.98329972194526	3.85491302230786	0	1.9000939015434	1.20951501454263	1.66745295288995	3.00902574208691	1	96.227615	18	"fem"	"van Woerden compilation"	7160	3	"fem"	"Isler et al. 2008 (from S&J)"	"Smith&Jungers 1997"	1	79.45	NA	79.45	NA	2	2	81.45	NA	16.2	11	0.1	16.2	1.3	99.95	"average"	"Di Fiore and Campbell 07, Iwanaga 2001, Peres 1994 in ATWP 2011"	NA	NA	"46.5"	"44 to 49"	46.5	"Di Fiore and Campbell 07, party size is 5.6-10.1 individuals, ATWP 2011"	NA	NA	NA	1021	NA	NA
"Lagothrix_lagotricha"	"Lagothrix_lagotricha"	"Lagothrix_lagotricha"	"Atelinae"	"Atelidae"	0	1.94555810270029	3.8463371121298	1.00288568823749	1.82412583391655	1.19728055812562	1.50379068305718	2.84509804001426	1	88.2181818181818	11	"fem"	"van Woerden compilation"	7020	9	"fem"	"Isler et al. 2008"	"Cole, p.c., in Smith&Jungers 1997"	10.0666666666667	66.7	4.25	70.95	NA	3.08333333333333	3.08333333333333	74.0333333333333	NA	15.75	15.05	0.45	15.75	0.1	99.95	"average"	"Defler 1996, Gonzalez 2009, Zarate 2009 in ATWP 2011"	NA	NA	"31.9"	"13 to 45"	31.9	"Di Fiore and Campbell 07 (diverse in ATWP 2011)"	"2559.6666666666665"	NA	NA	700	NA	NA
"Lagothrix_lugens"	"Lagothrix_lugens"	"Lagothrix_lugens"	"Atelinae"	"Atelidae"	0	1.97680833733807	NA	1.39794000867204	1.72427586960079	1.14612803567824	NA	NA	1	94.8	2	"fem"	"van Woerden compilation"	NA	NA	NA	NA	NA	25	53	6	59	NA	2	2	61	NA	14	13	1	14	0	100	"single study"	"Stevenson 2006 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lagothrix_poeppigii"	"Lagothrix_poeppigii"	"Lagothrix_poeppigii"	"Atelinae"	"Atelidae"	0	1.93500315145365	3.65638571905869	0.707570176097936	1.87602529149432	0.951013539309126	1.36172783601759	2.39794000867204	1	86.1	2	"fem"	"van Woerden compilation"	4533	6	"fem"	"Lu 1999"	"Di Fiore and Campbell 07"	5.1	75.1666666666667	6.5	81.6666666666667	NA	3.5	3.5	85.1666666666667	NA	8.93333333333333	7	1.25	8.93333333333333	0.75	99.95	"average"	"Di Fiore and Campbell 07 (Dew 2005, Di Fiore 2003, Soini 1990 in ATWP 2011)"	NA	NA	"23"	"12 to 24"	23	"Di Fiore and Campbell 07 (Di Fiore 1997, 2001, Ramirez 1988)"	"1835"	NA	NA	250	NA	NA
"Lemur_catta"	"Lemur_catta"	"Lemur_catta"	NA	"Lemuridae"	1	1.34442296143417	3.34003739308543	-0.301029995663981	1.77959649125782	1.50060235056919	1.14612803567824	1.29151684652795	1	22.1015616666667	30	"all individuals"	"van Woerden compilation"	2187.95	110	"all individuals"	"Sussman unpublished in ATWP 2011, Bezy Mahafaly"	NA	0.5	60.2	NA	60.2	NA	6.66666666666667	6.66666666666667	66.8666666666667	1	31.6666666666667	NA	NA	31.6666666666667	NA	100.033333333333	"average"	"Jolly 1966, Kelley 2001, Sussman 1977 in ATWP 2011"	NA	NA	"14"	"3 to 27, 6 to 24"	14	"Gould and Sauther 07 review (diverse in ATWP 2011)"	"1377"	NA	NA	19.5666666666667	NA	NA
"Leontopithecus_caissara"	"Leontopithecus_caissara"	"Leontopithecus_caissara"	NA	"Callitrichidae"	0	NA	NA	1.01283722470517	1.8722728462242	NA	NA	2.47712125471966	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.3	74.52	NA	74.52	0.5	0.5	1	75.52	1.3	0	NA	NA	0	12.9	100.02	"single study"	"Prado 1999 in ATWP 2012, also fungi; HMW vol. 3 1.3% gum"	NA	NA	NA	"3 to 7"	NA	NA	"2200"	NA	NA	300	NA	NA
"Leontopithecus_chrysomelas"	"Leontopithecus_chrysomelas"	"Leontopithecus_chrysomelas"	NA	"Callitrichidae"	0	1.07319654475464	2.81624129999178	NA	NA	NA	NA	NA	1	11.8357707538939	3	"all individuals"	"van Woerden compilation"	655	2	"all individuals"	"van Woerden compilation (matching)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"single study"	"Guidorizzi 2008 in ATWP 2012, 64% animal prey, 35% fruit, 1% gum, maybe strangely counted (% of foraging and feeding time)"	NA	NA	NA	"2 to 8, occ. 15"	NA	"HMW vol. 3"	"1787.5"	NA	NA	NA	NA	NA
"Leontopithecus_chrysopygus"	"Leontopithecus_chrysopygus"	"Leontopithecus_chrysopygus"	NA	"Callitrichidae"	0	NA	NA	0.966141732739033	1.80071707828239	NA	0.653212513775344	2.13987908640124	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.25	63.2	0.2	63.4	1.2	NA	1.2	64.6	18.55	0	NA	NA	0	7.6	100	"average"	"Costa 1997, Passos 1997 in ATWP 2012"	NA	NA	"4.5"	"3 to 7"	4.5	"HMW vol. 3"	"1725"	NA	NA	138	NA	NA
"Leontopithecus_rosalia"	"Leontopithecus_rosalia"	"Leontopithecus_rosalia"	NA	"Callitrichidae"	0	1.10052515145019	2.77415185895471	1.18184358794477	1.8998205024271	NA	0.732393759822969	1.65513843481138	1	12.6044863258894	20	"all individuals"	"van Woerden compilation"	594.5	80	"all individuals"	"Isler et al. 2008"	"Dietz et al. 1994,dry season"	15.2	79.4	NA	79.4	NA	0.4	0.4	83.3	1.4	0	NA	NA	0	0.1	100	"single study"	"Digby review 2007, fruits Miller &Dietz 2005:38.3, but do not sum up to 100%"	NA	NA	"5.4"	"2 to 11"	5.4	"Digby et al. 07 review, 5.4 from 22 groups Dietz 1993 in ATWP 2011"	"1339"	NA	NA	45.2	NA	NA
"Lepilemur_edwardsi"	"Lepilemur_edwardsi"	"Lepilemur_edwardsi"	NA	"Lepilemuridae"	0	0.860338006570994	NA	NA	0.511859099395007	1.89006108404962	NA	0	0	7.25	2	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	0	3.24981844589688	NA	3.24981844589688	NA	8.86871790726169	8.86871790726169	12.1185363531586	NA	77.63563044128	77.63563044128	NA	77.63563044128	10.2458332055614	100	"single study"	"L. edwardsi, Thalmann 2001"	NA	"sleeping groups"	"1"	NA	NA	"HMW vol. 3"	NA	NA	NA	1	NA	NA
"Lepilemur_leucopus"	"Lepilemur_leucopus"	"Lepilemur_leucopus"	NA	"Lepilemuridae"	0	0.82677537445292	2.78211414747907	NA	0	1.95424250943932	0.301029995663981	-0.619788758288394	0	6.71081666666667	21	"all individuals"	"van Woerden compilation"	605.5	7	"all individuals"	"Isler et al. 2008"	"Smith and Jungers 1997"	0	1	0	1	NA	1	1	NA	NA	90	NA	NA	90	8	100	"single study"	"approximate values, Nash 1998 in ATWP 2011"	2	"pair or fem daughter pairs sleep together"	"1"	NA	2	"Gould and Sauther 07 review"	NA	NA	NA	0.24	NA	NA
"Lepilemur_mustelinus"	"Lepilemur_mustelinus"	"Lepilemur_mustelinus"	NA	"Lepilemuridae"	0	0.897970542855912	2.90525604874845	NA	0.511859099395007	1.89006108404962	0	0.176091259055681	0	7.90625	16	"all individuals"	"van Woerden compilation"	804	45	"all individuals"	"Andriaholinirina et al 2006"	NA	0	3.24981844589688	NA	3.24981844589688	NA	8.86871790726169	8.86871790726169	12.1185363531586	NA	77.63563044128	NA	NA	77.63563044128	10.2458332055614	100	"single study"	"L. edwardsi, Thalmann 2001"	1	NA	"1"	NA	1	"Gould and Sauther 07 review"	NA	"0.33"	2.05	1.5	NA	NA
"Lepilemur_ruficaudatus"	"Lepilemur_ruficaudatus"	"Lepilemur_ruficaudatus"	NA	"Lepilemuridae"	0	0.879287072319319	2.89237290739844	NA	NA	NA	0.176091259055681	-0.0969100130080564	0	7.57333333333333	15	"all individuals"	"van Woerden compilation"	780.5	34	"all individuals"	"Zinner et al."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	"solit or pairs"	NA	NA	1.5	"Gould and Sauther 07 review"	"550"	NA	NA	0.8	NA	NA
"Lepilemur_sahamalazensis"	NA	NA	NA	"Lepilemuridae"	0	NA	NA	NA	NA	NA	0.176091259055681	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	"males often alone, females with offspring"	NA	NA	1.5	"HMW vol. 3"	NA	NA	NA	1	NA	NA
"Lophocebus_albigena"	NA	"Lophocebus_albigena"	"Cercopithecinae"	"Cercopithecidae"	0	1.95733271714947	3.77887447200274	1.31175386105575	1.61278385671974	0.726998727936262	1.18993124218811	2.35218251811136	1	90.6426757158101	32	"fem"	"van Woerden compilation"	6010	19	"fem"	"Isler et al. 2008"	"Gordon 2006"	20.5	41	30.7	71.7	NA	2.5	2.5	74.2	NA	5.33333333333333	4	0	5.33333333333333	0	100.033333333333	"average"	"Freeland 1979, Ham 1994, Olupot 1998, Pouslsen 2001, Shah 2003, Waser 1975,"	NA	NA	"15.485714285714286"	"6 to 28"	15.4857142857143	"diverse in ATWP 2011"	"1142.75"	NA	NA	225	NA	NA
"Lophocebus_aterrimus"	"Lophocebus_aterrimus"	"Lophocebus_aterrimus"	"Cercopithecinae"	"Cercopithecidae"	0	1.94250745756006	3.76042248342321	0.204119982655925	1.66604973848052	1.20411998265592	1.15228834438306	1.77085201164214	1	87.600676	5	"fem"	"van Woerden compilation"	5760	6	"fem"	"Isler et al. 2008"	"Colyn 1994, and Smith&Jungers 1997"	1.6	46.35	25.15	71.5	NA	10.85	10.85	NA	NA	16	3.3	0	16	0	99.95	"average"	"Maisels 1994, Horn 1987 in ATWP 2011"	NA	NA	"14.2"	"10 to 19"	14.2	"Horn 1987, McGraw 1994 in ATWP 2011"	NA	NA	NA	59	NA	NA
"Loris_lydekkerianus"	"Loris_lydekkerianus"	"Loris_lydekkerianus"	NA	"Loridae"	0	0.803801630735149	2.43616264704076	1.95060822478423	0.0791812460476248	0.826074802700826	0.301029995663981	0.397940008672038	0	6.36504723258506	12	"all individuals"	"van Woerden compilation"	273	10	"all individuals"	"Nekaris & Bearder 2007"	NA	89.25	1.2	NA	1.2	0	0	0	1.2	2.8	6.7	0	0	6.7	0	99.95	"average"	"India, Nekaris 2003, Kar Gupta 2007 in ATWP 2011"	2	"1-7, fem/off with 1 or more males, 1.4"	"1.5"	"1 to 11"	2	"ATWP 2011, 3 Nekaris & Bearder 07"	NA	"3.6"	1.59	2.5	NA	NA
"Loris_tardigradus"	"Loris_tardigradus"	"Loris_tardigradus"	NA	"Loridae"	0	0.731080206021525	2.28443073384452	2	NA	NA	0.397940008672038	0.769007870943774	0	5.383692	15	"all individuals"	"van Woerden compilation"	192.5	18	"all individuals"	"Isler et al. 2008"	NA	100	0	NA	0	0	0	0	0	0	0	0	0	0	0	100	"single study"	"Sri Lanka, Nekaris 2003"	2.5	"1-4, fem/off with 1 male"	NA	NA	2.5	"Nekaris & Bearder 07"	NA	"5"	6.75	5.875	NA	NA
"Macaca_arctoides"	"Macaca_arctoides"	"Macaca_arctoides"	"Cercopithecinae"	"Cercopithecidae"	1	1.99786390296624	3.92427928606188	NA	NA	NA	1.35218251811136	NA	1	99.5093531048971	4	"fem"	"Isler et al. 2008"	8400	3	"fem"	"Isler et al. 2008"	"Fooden 1990 in Smith and Jungers 1997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"no data in ATWP 2012"	NA	NA	"22.5"	"5 to 40"	22.5	"Rowe 96 ref 898, Fooden 1990 give 15-25 approx."	NA	NA	NA	NA	NA	NA
"Macaca_assamensis"	"Macaca_assamensis"	"Macaca_assamensis"	"Cercopithecinae"	"Cercopithecidae"	0	1.94987577672552	3.83884909073726	1.34830486304816	1.62736585659273	1.32633586092875	1.34176415987435	2.67209785793572	1	89.0996045930404	10	"fem"	"van Woerden compilation"	6900	15	"fem"	"Isler et al. 2008"	"Fooden 1988 in Smith&Jungers 1997"	22.3	42.4	NA	42.4	1	8.3	9.3	NA	NA	21.2	NA	NA	21.2	4.8	100	"single study"	"Schülke in press in ATWP 2012"	NA	NA	"21.966666666666669"	"10 to 50"	21.9666666666667	"Melnick and Pearl 87, Fooden 1982, Chalise 2005, Wada 2005 in ATWP 2012"	"1900"	NA	NA	470	NA	NA
"Macaca_cyclopis"	"Macaca_cyclopis"	"Macaca_cyclopis"	"Cercopithecinae"	"Cercopithecidae"	1	1.88138465677057	3.69372694892365	1.08098704691089	1.6742485955278	1.36109796718796	1.36172783601759	2.88649072517248	1	76.1	5	"fem"	"van Woerden compilation"	4940	4	"fem"	"Isler et al. 2008"	"Rothenfluh 1976 in Smith and Jungers 1997"	12.05	47.2333333333333	13.3	60.5333333333333	NA	4.13333333333333	4.13333333333333	64.6666666666667	NA	22.9666666666667	12.5	12.3	22.9666666666667	0.3	99.9833333333333	"average"	"flowers include roots and herbs, Thierry 07, Su 2003, Chang 1999 in ATWP 2012"	NA	NA	"27.066666666666666"	"9 to 86, up to 100"	23	"Rowe 96 ref. 918"	"2064.5"	NA	NA	770	NA	NA
"Macaca_fascicularis"	"Macaca_fascicularis"	"Macaca_fascicularis"	"Cercopithecinae"	"Cercopithecidae"	0	1.78485932639463	3.54585119025726	0.607455023214668	1.88564387183576	0.973127853599699	1.43136376415899	2.11394335230684	1	60.933949232039	98	"fem"	"van Woerden compilation"	3514.4	32	"fem"	"van Woerden compilation (matching)"	"matching ECV"	4.05	76.85	0	76.85	NA	7.15	7.15	84	NA	9.4	NA	NA	9.4	2.55	100	"average"	"flowers include roots and herbs, Thierry 07"	NA	NA	"27"	"10 to 48, up to 100"	27	"Birky 2002, Lee 1990, Hsu 2001 in ATWP 2012"	"1900"	NA	NA	130	NA	NA
"Macaca_fuscata"	"Macaca_fuscata"	"Macaca_fuscata"	"Cercopithecinae"	"Cercopithecidae"	1	1.99078269180314	3.94448267215017	0.849214606209089	1.35640832703898	1.46239799789896	1.65753388755799	2.61331316145546	1	97.9	6	"fem"	"Isler et al. 2008"	8800	50	"fem"	"Fooden 2005"	NA	7.06666666666667	22.72	21.7	44.42	0.1	10.85	10.95	55.37	NA	29	5.93333333333333	21.0666666666667	29	8.6	100.036666666667	"average"	"flowers include roots and herbs, Thierry 07, Agetsuma 1998, Hanya 2004 in ATWP 2012"	NA	NA	"46.26"	"27 to 194"	45.45	"Melnick and Pearl 87, Rowe 96 ref 898"	"1218"	NA	NA	410.5	NA	NA
"Macaca_hecki"	"Macaca_hecki"	"Macaca_hecki"	"Cercopithecinae"	"Cercopithecidae"	0	1.97579930967941	3.83250891270624	NA	NA	NA	1.26717172840301	NA	1	94.58	5	"fem"	"van Woerden compilation"	6800	2	"fem"	"Smith&Jungers 1997"	"captive, Hamada et al 1995"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7 to 30"	18.5	"only range, Watanabe 1994, 10-20 Riley 10 review"	NA	NA	NA	NA	NA	NA
"Macaca_leonina"	"Macaca_leonina"	"Macaca_leonina"	"Cercopithecinae"	"Cercopithecidae"	0	1.91447320209579	3.67785018682481	1.06818586174616	1.81888541459401	0.785329835010767	1.36735592102602	2.31649453922231	1	82.1245876742054	3	"fem"	"Isler et al. 2008"	4762.66666666667	3	"fem"	"van Woerden compilation (matching)"	"matching ECV"	11.7	65.9	6.1	72	NA	2.1	2.1	74.1	NA	6.1	NA	NA	6.1	8.1	100	"siingle study"	"Choudhury 2008 in ATWP 2012"	NA	NA	"23.3"	NA	23.3	"Choudhury 2008 in ATWP 2012"	"1423.57"	NA	NA	207.25	NA	NA
"Macaca_maura"	"Macaca_maura"	"Macaca_maura"	"Cercopithecinae"	"Cercopithecidae"	0	1.94134576622694	3.74549482298679	NA	NA	NA	1.41497334797082	1.39794000867204	1	87.3666666666667	6	"fem"	"van Woerden compilation"	5565.38	13	"fem"	"Watanabe 1987 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"26"	"15 to 40, 5 to 40 Watanabe 1996 in ATWP 2012"	26	"Riley 10 review"	NA	NA	NA	25	NA	NA
"Macaca_mulatta"	"Macaca_mulatta"	"Macaca_mulatta"	"Cercopithecinae"	"Cercopithecidae"	1	1.92516653350447	3.75361968980951	NA	0.929418925714293	1.92634244662566	1.55022835305509	0.845098040014257	1	84.1717842844468	88	"fem"	"Isler et al. 2008"	5670.47826086957	46	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	8.5	0	8.5	1.1	3.7	4.8	13.3	NA	84.4	NA	NA	86.6	2.3	100	"single study"	"Goldstein and Richard 1989"	NA	NA	"35.5"	"10 to 50, up to 242"	35.5	"Melnick and Pearl 87,Rowe 96 ref 745"	NA	NA	NA	7	NA	NA
"Macaca_nemestrina"	"Macaca_nemestrina"	"Macaca_nemestrina"	"Cercopithecinae"	"Cercopithecidae"	0	1.99057968502855	3.81552166862379	1.10037054511756	1.87040390527903	1.04532297878666	1.74036268949424	2.53147891704225	1	97.8542482814216	21	"fem"	"van Woerden compilation"	6539.15555555556	9	"fem"	"van Woerden compilation (matching)"	"matching ECV"	12.6	74.2	0	74.2	NA	1.1	1.1	75.3	NA	11.1	3.5	2.7	11.1	1	100	"single study"	"Caldecott 1986 in ATWP, flowers include roots and herbs, Thierry 07"	NA	NA	"55"	"15 to 81"	55	"Caldecott 1986, Oi 1990 in ATWP 2012; 18.3 Melnick and Pearl 87, Rowe 96 ref. 102"	"2960"	NA	NA	340	NA	NA
"Macaca_nigra"	"Macaca_nigra"	"Macaca_nigra"	"Cercopithecinae"	"Cercopithecidae"	1	1.90835095668221	3.73798732633343	1.50514997831991	1.81624129999178	NA	1.82607480270083	2.37779176758819	1	80.975	12	"fem"	"van Woerden compilation"	5470	3	"fem"	"Isler et al. 2008"	"J. Supriatna & J. Froehlich, pc, in Smith and Jungers 1997"	32	65.5	2.5	68	NA	NA	NA	68	NA	0	NA	NA	0	0	100	"single study"	"O'Brien 19967 in ATWP 2012"	NA	NA	"67"	"50 to 97"	67	"Riley 10 review"	"2386.6666666666665"	NA	NA	238.666666666667	NA	NA
"Macaca_ochreata"	"Macaca_ochreata"	"Macaca_ochreata"	"Cercopithecinae"	"Cercopithecidae"	0	NA	3.80536490746645	0.301029995663981	1.81954393554187	1.07918124604762	NA	NA	1	NA	NA	NA	NA	6388	9	"fem"	"Schillaci 2005 in ATWP 2012"	NA	2	66	NA	66	NA	20	20	86	NA	12	NA	NA	12	0	100	"single study"	"Priston 2005 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Macaca_radiata"	"Macaca_radiata"	"Macaca_radiata"	"Cercopithecinae"	"Cercopithecidae"	0	1.84823352972939	3.58609948086233	1.16136800223497	1.61278385671974	1.40823996531185	1.53781909507327	2.57403126772772	1	70.5072099883008	5	"fem"	"van Woerden compilation"	3855.66666666667	3	"fem"	"van Woerden compilation (matching)"	"matching ECV"	14.5	41	5.1	46.1	NA	8.7	8.7	54.8	1.8	25.6	5.7	17.2	26.1	2.8	100	"single study"	"Krishnamani 1994 (data different in ATWP 2012!)"	NA	NA	"34.5"	"15 to 40, up to 95"	34.5	"Melnick and Pearl 87, Rowe 96 ref 898, 477"	"750.06500000000005"	NA	NA	375	NA	NA
"Macaca_silenus"	"Macaca_silenus"	"Macaca_silenus"	"Cercopithecinae"	"Cercopithecidae"	0	1.89209460269048	3.78532983501077	NA	1.79169064902012	NA	1.27875360095283	2.11727129565576	1	78	2	"fem"	"van Woerden compilation"	6100	11	"fem"	"Isler et al. 2008"	"captive, Harvey et al. 1991"	0	61.9	31	92.9	NA	7.1	7.1	100	NA	0	0	0	0	NA	100	"single study"	"Kumar 1987 in ATWP 2012"	NA	NA	"19"	"4 to 30"	19	"21 Melnick and Pearl 87, Rowe 96 ref704, 19 Kumar 2006 in ATWP 2012"	"2000"	NA	NA	131	NA	NA
"Macaca_sinica"	"Macaca_sinica"	"Macaca_sinica"	"Cercopithecinae"	"Cercopithecidae"	0	1.78103693862113	3.48657215051836	0.146128035678238	1.81954393554187	1.04139268515823	1.39269695325967	1.61278385671974	1	60.4	2	"fem"	"van Woerden compilation"	3066	20	"fem"	"Cheverud 1992 in ATWP 2012"	NA	1.4	66	1	67	NA	1	1	68	1	11	10	1	11	18.6	100	"single study"	"Dittus 1974 in TWP 2012, dry weights percents"	NA	NA	"24.7"	"8 to 51"	24.7	"including neonates, Dittus 1974"	"1250"	NA	NA	41	NA	NA
"Macaca_sylvanus"	"Macaca_sylvanus"	"Macaca_sylvanus"	"Cercopithecinae"	"Cercopithecidae"	1	1.9680786207731	4.00860017176192	0.905795880367869	0.406540180433955	1.03742649794062	1.38021124171161	2.54406804435028	1	92.9134573735683	10	"fem"	"van Woerden compilation"	10200	NA	"fem"	"Camperio Ciani pers obs in ATWP 2012, Atlas Morocco"	NA	8.05	2.55	29.45	32	NA	36.65	36.65	68.65	NA	10.9	NA	NA	10.9	12.4	100	"average"	"flowers include roots and herbs, Thierry 07"	NA	NA	"24"	"12 to 59"	24	"Rowe 96 ref 545"	"5500"	NA	NA	350	NA	NA
"Macaca_thibetana"	"Macaca_thibetana"	"Macaca_thibetana"	"Cercopithecinae"	"Cercopithecidae"	1	2.03702787975578	4.10720996964787	NA	NA	NA	1.38021124171161	2.47712125471966	1	108.9	3	"fem"	"van Woerden compilation"	12800	NA	"fem"	"Zhao 1996 in ATWP 2012, China"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"24"	"10 to 60"	24	"Fooden 1985 in ATWP 2012"	NA	NA	NA	300	NA	NA
"Macaca_tonkeana"	"Macaca_tonkeana"	"Macaca_tonkeana"	"Cercopithecinae"	"Cercopithecidae"	1	1.97216074538345	3.91035755727288	0.724275869600789	1.88138465677057	1.18822517270528	1.38021124171161	1.94596070357757	1	93.7909090909091	11	"fem"	"van Woerden compilation"	8135	6	"fem"	"Supriatna 1991, Hamada 1995"	NA	5.3	76.1	NA	76.1	NA	0.65	0.65	76.75	NA	15.425	15.1	0.325	15.425	2.5	99.975	"average"	"Pombo et al. 2004, Riley 2007 in ATWP 2012"	NA	NA	"24"	"6 to 35"	24	"Riley 10 review"	NA	NA	NA	88.3	NA	NA
"Mandrillus_leucophaeus"	"Mandrillus_leucophaeus"	"Mandrillus_leucophaeus"	"Cercopithecinae"	"Cercopithecidae"	1	2.1244274992197	3.92941892571429	1.41497334797082	1.76342799356294	1.20411998265592	1.76267856372744	3.65321251377534	1	133.17647	10	"fem"	"van Woerden compilation"	8500	12	"fem"	"Butynski 2009 unpublished in ATWP 2012, Bioko Island, Malbrant&Maclatchy 49 N=1"	NA	26	58	NA	58	NA	NA	0	58	NA	16	NA	NA	16	0	100	"single study"	"Gonzalez-Krichner 1996 in ATWP 2012"	NA	NA	"57.9"	"14 to 179"	57.9	"Gartlan 1970, Astaras 2007 in ATWP 2012"	NA	NA	NA	4500	NA	NA
