Species,Variable,Value,Teams
Pithecia monachus,Prepiriform_cortex_Vol.mm3,141.4,Stephan_collection
Pithecia monachus,Retrobulbar_cortex_Vol.mm3,9.2,Stephan_collection
Pithecia monachus,Schizo_cortex_Vol.mm3,289.0,Stephan_collection
Pithecia monachus,Septum_Vol.mm3,140.0,Stephan_collection
Pithecia monachus,Striatum_Vol.mm3,1918.0,Stephan_collection
Pithecia monachus,Subiculum_Vol.mm3,41.63,Stephan_collection
Pithecia monachus,Substantia_innominata_Vol.mm3,21.9,Stephan_collection
Pithecia monachus,Telencephalon_Vol.mm3,24920.0,Stephan_collection
Pithecia monachus,Total_brain_net_volume_Vol.mm3,33325.4,Stephan_collection; Zilles
Pithecia monachus,Tractus_olfactorius_lateralis_Vol.mm3,17.5,Stephan_collection
Pithecia monachus,Trigeminal_motor_nucleus_left_Vol.mm3,1.32,Sherwood
Pithecia monachus,Tuberculum_olfactorium_Vol.mm3,2.3,Stephan_collection
Pithecia monachus,Ventral_pons_Vol.mm3,211.8,Stephan_collection
Pithecia monachus,Ventricles_Vol.mm3,631.0,Stephan_collection
Pithecia pithecia,Agranular_insular_cortex_Vol.mm3,208.0,Zilles
Pithecia pithecia,Agranular_insular_cortex_left_Vol.mm3,104.0,Zilles
Pithecia pithecia,Body_Mass.g,1580.0,Zilles
Pithecia pithecia,Brain_Mass.mg,30.0,Zilles
Pithecia pithecia,Dysgranular_insular_cortex_Vol.mm3,270.0,Zilles
Pithecia pithecia,Dysgranular_insular_cortex_left_Vol.mm3,135.0,Zilles
Pithecia pithecia,Granular_insular_cortex_Vol.mm3,80.0,Zilles
Pithecia pithecia,Granular_insular_cortex_left_Vol.mm3,40.0,Zilles
Pithecia pithecia,Insula_Vol.mm3,558.0,Zilles
Pithecia pithecia,Insula_left_Vol.mm3,279.0,Zilles
Pithecia pithecia,Total_brain_net_volume_Vol.mm3,28958.0,Zilles
Planigale maculata,CerebellarCortex_Vol.mm3,13.0,Ashwell
Planigale maculata,CerebellarHemisphere_Vol.mm3,4.06,Ashwell
Planigale maculata,CerebellarVermis_Vol.mm3,7.96,Ashwell
Planigale maculata,Cerebellar_nuclei_total_Vol.mm3,0.47,Ashwell
Planigale maculata,Cerebellum_Vol.mm3,15.5,Ashwell
Planigale maculata,Cerebellum_white_matter_Vol.mm3,2.06,Ashwell
Planigale maculata,FlocculonodularLobe_Vol.mm3,0.94,Ashwell
Planigale maculata,Pontine_and_reticulotegmental_nuclei_Vol.mm3,0.45,Ashwell
Planigale maculata,Total_brain_net_volume_Vol.mm3,148.0,Ashwell
Pongo pygmaeus,Body_Mass.g,73500.0,RillingInsel
Pongo pygmaeus,CerebellarHemisphere_Vol.mm3,44600.0,Zilles
Pongo pygmaeus,CerebellarVermis_Vol.mm3,5200.0,Zilles
Pongo pygmaeus,Cerebellum_Vol.mm3,46888.88888888888,RillingInsel; Sherwood; Zilles
Pongo pygmaeus,FrontalCortex_grey_matter_Vol.mm3,42960.0,Zilles
Pongo pygmaeus,FrontalCortex_white_matter_Vol.mm3,24700.0,Zilles
Pongo pygmaeus,Hippocampus_Vol.mm3,2566.6666666666665,Sherwood
Pongo pygmaeus,Neocortex_Vol.mm3,222833.3333333333,RillingInsel; Sherwood
Pongo pygmaeus,Neocortex_grey_matter_Vol.mm3,193300.0,RillingInsel
Pongo pygmaeus,Striatum_Vol.mm3,7333.333333333333,Sherwood
Pongo pygmaeus,Thalamus_Vol.mm3,7666.666666666667,Sherwood
Pongo pygmaeus,Total_brain_net_volume_Vol.mm3,387536.11111111107,RillingInsel; Sherwood; Zilles
Pongo sp.,Agranular_insular_cortex_Vol.mm3,717.25,Zilles
Pongo sp.,Agranular_insular_cortex_left_Vol.mm3,254.75,Zilles
Pongo sp.,Agranular_insular_cortex_right_Vol.mm3,462.5,Zilles
Pongo sp.,Amygdala_Vol.mm3,1291.1666666666665,Stephan_collection; Zilles
Pongo sp.,Amygdala_accessory_basal_nucleus_Vol.mm3,111.10000000000001,Zilles
Pongo sp.,Amygdala_basal_nucleus_Vol.mm3,381.0,Zilles
Pongo sp.,Amygdala_basolateral_division_Vol.mm3,795.5,Zilles
Pongo sp.,Amygdala_lateral_nucleus_Vol.mm3,238.5,Zilles
Pongo sp.,Area_10_right_Vol.mm3,1611.1,Semendeferi
Pongo sp.,Area_13_right_Vol.mm3,316.6,Semendeferi
Pongo sp.,Area_striata_grey_matter_Vol.mm3,8316.85,Stephan_collection; Zilles
Pongo sp.,Body_Mass.g,46325.0,Zilles
Pongo sp.,Brain_Mass.mg,192510.1,Zilles
Pongo sp.,Cerebellum_Vol.mm3,42900.0,Stephan_collection
Pongo sp.,Cerebral_hemispheres_Vol.mm3,313000.0,Zilles
Pongo sp.,Corpus_geniculatum_laterale_Vol.mm3,259.1,Zilles
Pongo sp.,Diencephalon_Vol.mm3,13500.0,Stephan_collection
Pongo sp.,Dysgranular_insular_cortex_Vol.mm3,1562.75,Zilles
Pongo sp.,Dysgranular_insular_cortex_left_Vol.mm3,828.25,Zilles
Pongo sp.,Dysgranular_insular_cortex_right_Vol.mm3,734.5,Zilles
Pongo sp.,EntorhinalCortex_Vol.mm3,1300.0,Stephan_collection
Pongo sp.,Facial_motor_nucleus_left_Vol.mm3,12.82,Sherwood
Pongo sp.,Granular_insular_cortex_Vol.mm3,400.75,Zilles
Pongo sp.,Granular_insular_cortex_left_Vol.mm3,208.75,Zilles
Pongo sp.,Granular_insular_cortex_right_Vol.mm3,192.0,Zilles
Pongo sp.,Hippocampus_Vol.mm3,2700.0,Stephan_collection
Pongo sp.,Hypoglossal_nucleus_left_Vol.mm3,12.11,Sherwood
Pongo sp.,Insula_Vol.mm3,2738.5,Zilles
Pongo sp.,Insula_left_Vol.mm3,1331.5,Zilles
Pongo sp.,Insula_right_Vol.mm3,1407.0,Zilles
Pongo sp.,Medulla_oblongata_Vol.mm3,5336.025,Sherwood; Stephan_collection
Pongo sp.,Mesencephalon_Vol.mm3,4000.0,Stephan_collection
Pongo sp.,Neocortex_Vol.mm3,244516.65,Stephan_collection; Zilles
Pongo sp.,Neocortex_grey_matter_Vol.mm3,129900.0,Stephan_collection
Pongo sp.,Neocortex_white_matter_Vol.mm3,81500.0,Stephan_collection
Pongo sp.,Palaeocortex_Vol.mm3,2400.0,Stephan_collection
Pongo sp.,Pallidum_Vol.mm3,1800.0,Stephan_collection
Pongo sp.,Pons_Vol.mm3,4300.0,Stephan_collection
Pongo sp.,Prepiriform_cortex_Vol.mm3,1000.0,Stephan_collection
Pongo sp.,Septum_Vol.mm3,600.0,Stephan_collection
Pongo sp.,Striatum_Vol.mm3,11500.0,Stephan_collection
Pongo sp.,Telencephalon_Vol.mm3,238300.0,Stephan_collection
Pongo sp.,Total_brain_net_volume_Vol.mm3,356112.45,Zilles
Pongo sp.,Trigeminal_motor_nucleus_left_Vol.mm3,6.31,Sherwood
Pongo sp.,fronto_insular_cortex_Vol.mm3,57.75,Zilles
Pongo sp.,fronto_insular_cortex_left_Vol.mm3,39.75,Zilles
Pongo sp.,fronto_insular_cortex_right_Vol.mm3,18.0,Zilles
Potamogale velox,AccessoryOlfactoryBulb_Vol.mm3,2.307,Stephan_collection
Potamogale velox,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.321,Stephan_collection
Potamogale velox,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,1.251,Stephan_collection
Potamogale velox,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.735,Stephan_collection
Potamogale velox,Amygdala_Vol.mm3,62.3,Stephan_collection
Potamogale velox,Body_Mass.g,660.0,Stephan_collection
Potamogale velox,Brain_Mass.mg,4160.0,Stephan_collection
Potamogale velox,Bulbus_olfactorius_Vol.mm3,81.9,Stephan_collection
Potamogale velox,Bulbus_olfactorius_accessorius_Vol.mm3,2.31,Stephan_collection
Potamogale velox,Cerebellum_Vol.mm3,605.0,Stephan_collection
Potamogale velox,Commissura_anterior_Vol.mm3,6.2,Stephan_collection
Potamogale velox,Complexus_centromedialis_Vol.mm3,28.7,Stephan_collection
Potamogale velox,Complexus_corticobasolateralis_Vol.mm3,33.6,Stephan_collection
Potamogale velox,Complexus_sensorius_trigeminalis_Vol.mm3,151.4,Stephan_collection
Potamogale velox,Complexus_vestibularis_Vol.mm3,25.1,Stephan_collection
Potamogale velox,Corpus_pineal_Vol.mm3,0.00309,Stephan_collection
Potamogale velox,Corpus_subcommissurale_Vol.mm3,0.00174,Stephan_collection
Potamogale velox,Corpus_subfornicale_Vol.mm3,0.089,Stephan_collection
Potamogale velox,Diencephalon_Vol.mm3,298.0,Stephan_collection
Potamogale velox,Hippocampus_Vol.mm3,298.0,Stephan_collection
Potamogale velox,Lobus_piriformis_Vol.mm3,194.0,Stephan_collection
Potamogale velox,Medulla_oblongata_Vol.mm3,756.0,Stephan_collection
Potamogale velox,Mesencephalon_Vol.mm3,254.0,Stephan_collection
Potamogale velox,Neocortex_Vol.mm3,1054.0,Stephan_collection
Potamogale velox,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,5.3,Stephan_collection
Potamogale velox,Nucleus_habenularis_medialis_Vol.mm3,1.45,Stephan_collection
Potamogale velox,Nucleus_septalis_triangularis_Vol.mm3,1.1,Stephan_collection
Potamogale velox,Nucleus_tractus_olfactorius_Vol.mm3,0.46,Stephan_collection
Potamogale velox,Nucleus_vestibularis_descendens_Vol.mm3,9.27,Stephan_collection
Potamogale velox,Nucleus_vestibularis_lateralis_Vol.mm3,3.46,Stephan_collection
Potamogale velox,Nucleus_vestibularis_medialis_Vol.mm3,8.05,Stephan_collection
Potamogale velox,Nucleus_vestibularis_superior_Vol.mm3,4.27,Stephan_collection
Potamogale velox,Palaeocortex_plus_amygdala_Vol.mm3,191.0,Stephan_collection
Potamogale velox,Prepiriform_cortex_Vol.mm3,71.7,Stephan_collection
Potamogale velox,Retrobulbar_cortex_Vol.mm3,18.2,Stephan_collection
Potamogale velox,Schizo_cortex_Vol.mm3,145.0,Stephan_collection
Potamogale velox,Septum_Vol.mm3,51.4,Stephan_collection
Potamogale velox,Striatum_Vol.mm3,134.0,Stephan_collection
Potamogale velox,Substantia_innominata_Vol.mm3,9.8,Stephan_collection
Potamogale velox,Telencephalon_Vol.mm3,1964.0,Stephan_collection
Potamogale velox,Total_brain_net_volume_Vol.mm3,3878.0,Stephan_collection
Potamogale velox,Tractus_olfactorius_lateralis_Vol.mm3,5.0,Stephan_collection
Potamogale velox,Tuberculum_olfactorium_Vol.mm3,17.6,Stephan_collection
Potamogale velox,Ventricles_Vol.mm3,16.6,Stephan_collection
Potorous tridactylus,CerebellarCortex_Vol.mm3,689.0,Ashwell
Potorous tridactylus,CerebellarHemisphere_Vol.mm3,310.0,Ashwell
Potorous tridactylus,CerebellarVermis_Vol.mm3,340.0,Ashwell
Potorous tridactylus,Cerebellar_nuclei_total_Vol.mm3,26.8,Ashwell
Potorous tridactylus,Cerebellum_Vol.mm3,884.0,Ashwell
Potorous tridactylus,Cerebellum_white_matter_Vol.mm3,168.0,Ashwell
Potorous tridactylus,FlocculonodularLobe_Vol.mm3,39.4,Ashwell
Potorous tridactylus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,29.1,Ashwell
Potorous tridactylus,Total_brain_net_volume_Vol.mm3,8333.0,Ashwell
Potos flavus,Cerebellum_grey_matter_Vol.mm3,4320.0,Bush
Potos flavus,Cerebellum_white_matter_Vol.mm3,1070.0,Bush
Potos flavus,Neocortex_grey_matter_Vol.mm3,13200.0,Bush
Potos flavus,Neocortex_white_matter_Vol.mm3,6160.0,Bush
Procavia capensis,CerebellarCortex_Vol.mm3,1695.0,Ashwell
Procavia capensis,CerebellarHemisphere_Vol.mm3,361.0,Ashwell
Procavia capensis,CerebellarVermis_Vol.mm3,1281.0,Ashwell
Procavia capensis,Cerebellar_nuclei_total_Vol.mm3,116.0,Ashwell
Procavia capensis,Cerebellum_Vol.mm3,2199.0,Ashwell
Procavia capensis,Cerebellum_grey_matter_Vol.mm3,1120.0,Bush
Procavia capensis,Cerebellum_white_matter_Vol.mm3,349.5,Ashwell; Bush
Procavia capensis,FlocculonodularLobe_Vol.mm3,53.0,Ashwell
Procavia capensis,Neocortex_grey_matter_Vol.mm3,4210.0,Bush
Procavia capensis,Neocortex_white_matter_Vol.mm3,1330.0,Bush
Procavia capensis,Pontine_and_reticulotegmental_nuclei_Vol.mm3,44.7,Ashwell
Procavia capensis,Total_brain_net_volume_Vol.mm3,17021.0,Ashwell
Procolobus badius,Bulbus_olfactorius_Vol.mm3,51.3,Stephan_collection
Procolobus badius,Commissura_anterior_Vol.mm3,65.4,Stephan_collection
Procolobus badius,Prepiriform_cortex_Vol.mm3,187.1,Stephan_collection
Procolobus badius,Retrobulbar_cortex_Vol.mm3,17.5,Stephan_collection
Procolobus badius,Substantia_innominata_Vol.mm3,56.6,Stephan_collection
Procolobus badius,Tractus_olfactorius_lateralis_Vol.mm3,22.8,Stephan_collection
Procolobus badius,Tuberculum_olfactorium_Vol.mm3,86.6,Stephan_collection
Propithecus verreauxi,AccessoryOlfactoryBulb_Vol.mm3,3.399,Stephan_collection
Propithecus verreauxi,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.725,Stephan_collection
Propithecus verreauxi,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,1.265,Stephan_collection
Propithecus verreauxi,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.409,Stephan_collection
Propithecus verreauxi,Amygdala_Vol.mm3,302.2,Stephan_collection
Propithecus verreauxi,Area_striata_Vol.mm3,1355.0,Stephan_collection
Propithecus verreauxi,Area_striata_grey_matter_Vol.mm3,1106.0,Stephan_collection; Zilles
Propithecus verreauxi,Area_striata_lamina_1_Vol.mm3,131.0,Stephan_collection
Propithecus verreauxi,Area_striata_laminae_2_6_Vol.mm3,974.0,Stephan_collection
Propithecus verreauxi,Area_striata_white_matter_Vol.mm3,249.0,Stephan_collection
Propithecus verreauxi,Body_Mass.g,3480.0,Stephan_collection
Propithecus verreauxi,Brain_Mass.mg,26700.0,Stephan_collection
Propithecus verreauxi,Bulbus_olfactorius_Vol.mm3,147.4,Stephan_collection
Propithecus verreauxi,Bulbus_olfactorius_accessorius_Vol.mm3,3.4,Stephan_collection
Propithecus verreauxi,CA1_Vol.mm3,361.75,Stephan_collection
Propithecus verreauxi,CA2_Vol.mm3,18.7,Stephan_collection
Propithecus verreauxi,CA3_Vol.mm3,217.12,Stephan_collection
Propithecus verreauxi,Capsula_interna_Vol.mm3,324.0,Stephan_collection
Propithecus verreauxi,Cerebellar_nuclei_total_Vol.mm3,97.12,Stephan_collection
Propithecus verreauxi,Cerebellum_Vol.mm3,3957.0,Stephan_collection
Propithecus verreauxi,Commissura_anterior_Vol.mm3,17.6,Stephan_collection
Propithecus verreauxi,Complexus_centromedialis_Vol.mm3,95.8,Stephan_collection
Propithecus verreauxi,Complexus_corticobasolateralis_Vol.mm3,206.4,Stephan_collection
Propithecus verreauxi,Complexus_sensorius_trigeminalis_Vol.mm3,56.0,Stephan_collection
Propithecus verreauxi,Complexus_vestibularis_Vol.mm3,81.6,Stephan_collection
Propithecus verreauxi,Complexus_vestibularis_unilateral_Vol.mm3,43.2,Stephan_collection
Propithecus verreauxi,Corpus_geniculatum_laterale_Vol.mm3,64.5,Stephan_collection; Zilles
Propithecus verreauxi,Corpus_pineal_Vol.mm3,3.26,Stephan_collection
Propithecus verreauxi,Corpus_subcommissurale_Vol.mm3,0.357,Stephan_collection
Propithecus verreauxi,Corpus_subfornicale_Vol.mm3,0.507,Stephan_collection
Propithecus verreauxi,Diencephalon_Vol.mm3,2195.0,Stephan_collection
Propithecus verreauxi,Epithalamus_Vol.mm3,14.6,Stephan_collection
Propithecus verreauxi,Facial_motor_nucleus_left_Vol.mm3,1.96,Sherwood
Propithecus verreauxi,Fascia_dentata_Vol.mm3,141.39,Stephan_collection
Propithecus verreauxi,HP_HS_fibers_Vol.mm3,160.88,Stephan_collection
Propithecus verreauxi,Hilus_Vol.mm3,70.93,Stephan_collection
Propithecus verreauxi,Hippocampus_Vol.mm3,1042.96,Stephan_collection
Propithecus verreauxi,Hippocampus_retrocommissuralis_Vol.mm3,882.08,Stephan_collection
Propithecus verreauxi,Hypoglossal_nucleus_left_Vol.mm3,1.62,Sherwood
Propithecus verreauxi,Hypothalamus_Vol.mm3,328.0,Stephan_collection
Propithecus verreauxi,Interpositus_cerebellar_nuclei_Vol.mm3,30.94,Stephan_collection
Propithecus verreauxi,Lateral_cerebellar_nuclei_Vol.mm3,39.46,Stephan_collection
Propithecus verreauxi,Lobus_piriformis_Vol.mm3,664.0,Stephan_collection
Propithecus verreauxi,Medial_cerebellar_nuclei_Vol.mm3,26.72,Stephan_collection
Propithecus verreauxi,Medulla_oblongata_Vol.mm3,1222.815,Sherwood; Stephan_collection
Propithecus verreauxi,Mesencephalon_Vol.mm3,780.0,Stephan_collection
Propithecus verreauxi,Neocortex_Vol.mm3,13170.0,Stephan_collection; Zilles
Propithecus verreauxi,Neocortex_grey_matter_Vol.mm3,9835.0,Stephan_collection
Propithecus verreauxi,Neocortex_lamina_1_Vol.mm3,1428.0,Stephan_collection
Propithecus verreauxi,Neocortex_laminae_2_6_Vol.mm3,8407.0,Stephan_collection
Propithecus verreauxi,Neocortex_white_matter_Vol.mm3,3335.0,Stephan_collection
Propithecus verreauxi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,22.5,Stephan_collection
Propithecus verreauxi,Nucleus_habenularis_medialis_Vol.mm3,3.65,Stephan_collection
Propithecus verreauxi,Nucleus_septalis_triangularis_Vol.mm3,1.6,Stephan_collection
Propithecus verreauxi,Nucleus_subthalamicus_Vol.mm3,20.0,Stephan_collection
Propithecus verreauxi,Nucleus_tractus_olfactorius_Vol.mm3,1.1,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_descendens_Vol.mm3,24.9,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,12.4,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_lateralis_Vol.mm3,13.0,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,7.37,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_medialis_Vol.mm3,28.9,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,15.3,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_superior_Vol.mm3,14.8,Stephan_collection
Propithecus verreauxi,Nucleus_vestibularis_superior_unilateral_Vol.mm3,8.18,Stephan_collection
Propithecus verreauxi,Palaeocortex_Vol.mm3,292.0,Stephan_collection
Propithecus verreauxi,Palaeocortex_plus_amygdala_Vol.mm3,565.0,Stephan_collection
Propithecus verreauxi,Pallidum_Vol.mm3,263.0,Stephan_collection
Propithecus verreauxi,Prepiriform_cortex_Vol.mm3,182.9,Stephan_collection
Propithecus verreauxi,Retrobulbar_cortex_Vol.mm3,35.3,Stephan_collection
Propithecus verreauxi,Schizo_cortex_Vol.mm3,443.0,Stephan_collection
Propithecus verreauxi,Septum_Vol.mm3,159.0,Stephan_collection
Propithecus verreauxi,Striatum_Vol.mm3,1411.0,Stephan_collection
Propithecus verreauxi,Subiculum_Vol.mm3,72.19,Stephan_collection
Propithecus verreauxi,Substantia_innominata_Vol.mm3,33.7,Stephan_collection
Propithecus verreauxi,Subthalamus_Vol.mm3,283.0,Stephan_collection
Propithecus verreauxi,Telencephalon_Vol.mm3,17040.0,Stephan_collection
Propithecus verreauxi,Thalamus_Vol.mm3,1341.0,Stephan_collection
Propithecus verreauxi,Total_brain_net_volume_Vol.mm3,25483.1,Stephan_collection; Zilles
Propithecus verreauxi,Tractus_olfactorius_lateralis_Vol.mm3,10.1,Stephan_collection
Propithecus verreauxi,Tractus_opticus_Vol.mm3,125.0,Stephan_collection
Propithecus verreauxi,Trigeminal_motor_nucleus_left_Vol.mm3,1.68,Sherwood
Propithecus verreauxi,Tuberculum_olfactorium_Vol.mm3,82.7,Stephan_collection
Propithecus verreauxi,Ventral_pons_Vol.mm3,169.3,Stephan_collection
Propithecus verreauxi,Ventricles_Vol.mm3,231.0,Stephan_collection
Pseudantechinus bilarni,CerebellarCortex_Vol.mm3,34.8,Ashwell
Pseudantechinus bilarni,CerebellarHemisphere_Vol.mm3,10.4,Ashwell
Pseudantechinus bilarni,CerebellarVermis_Vol.mm3,22.0,Ashwell
Pseudantechinus bilarni,Cerebellar_nuclei_total_Vol.mm3,1.26,Ashwell
Pseudantechinus bilarni,Cerebellum_Vol.mm3,42.8,Ashwell
Pseudantechinus bilarni,Cerebellum_white_matter_Vol.mm3,6.71,Ashwell
Pseudantechinus bilarni,FlocculonodularLobe_Vol.mm3,2.39,Ashwell
Pseudantechinus bilarni,Pontine_and_reticulotegmental_nuclei_Vol.mm3,1.55,Ashwell
Pseudantechinus bilarni,Total_brain_net_volume_Vol.mm3,513.0,Ashwell
Pseudocheirus canescens,CerebellarCortex_Vol.mm3,262.0,Ashwell
Pseudocheirus canescens,CerebellarHemisphere_Vol.mm3,115.0,Ashwell
Pseudocheirus canescens,CerebellarVermis_Vol.mm3,127.0,Ashwell
Pseudocheirus canescens,Cerebellar_nuclei_total_Vol.mm3,12.5,Ashwell
Pseudocheirus canescens,Cerebellum_Vol.mm3,316.0,Ashwell
Pseudocheirus canescens,Cerebellum_white_matter_Vol.mm3,41.5,Ashwell
Pseudocheirus canescens,FlocculonodularLobe_Vol.mm3,20.5,Ashwell
Pseudocheirus canescens,Pontine_and_reticulotegmental_nuclei_Vol.mm3,5.04,Ashwell
Pseudocheirus canescens,Total_brain_net_volume_Vol.mm3,2566.0,Ashwell
Pseudocheirus cinereus,CerebellarCortex_Vol.mm3,309.0,Ashwell
Pseudocheirus cinereus,CerebellarHemisphere_Vol.mm3,105.0,Ashwell
Pseudocheirus cinereus,CerebellarVermis_Vol.mm3,186.0,Ashwell
Pseudocheirus cinereus,Cerebellar_nuclei_total_Vol.mm3,11.2,Ashwell
Pseudocheirus cinereus,Cerebellum_Vol.mm3,382.0,Ashwell
Pseudocheirus cinereus,Cerebellum_white_matter_Vol.mm3,61.3,Ashwell
Pseudocheirus cinereus,FlocculonodularLobe_Vol.mm3,18.2,Ashwell
Pseudocheirus cinereus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,7.93,Ashwell
Pseudocheirus cinereus,Total_brain_net_volume_Vol.mm3,2759.0,Ashwell
Pseudocheirus forbesi,CerebellarCortex_Vol.mm3,269.0,Ashwell
Pseudocheirus forbesi,CerebellarHemisphere_Vol.mm3,127.0,Ashwell
Pseudocheirus forbesi,CerebellarVermis_Vol.mm3,124.0,Ashwell
Pseudocheirus forbesi,Cerebellar_nuclei_total_Vol.mm3,8.55,Ashwell
Pseudocheirus forbesi,Cerebellum_Vol.mm3,321.0,Ashwell
Pseudocheirus forbesi,Cerebellum_white_matter_Vol.mm3,43.8,Ashwell
Pseudocheirus forbesi,FlocculonodularLobe_Vol.mm3,18.1,Ashwell
Pseudocheirus forbesi,Pontine_and_reticulotegmental_nuclei_Vol.mm3,7.93,Ashwell
Pseudocheirus forbesi,Total_brain_net_volume_Vol.mm3,1141.0,Ashwell
Pseudocheirus peregrinus,CerebellarCortex_Vol.mm3,614.0,Ashwell
Pseudocheirus peregrinus,CerebellarHemisphere_Vol.mm3,254.0,Ashwell
Pseudocheirus peregrinus,CerebellarVermis_Vol.mm3,314.0,Ashwell
Pseudocheirus peregrinus,Cerebellar_nuclei_total_Vol.mm3,21.5,Ashwell
Pseudocheirus peregrinus,Cerebellum_Vol.mm3,786.0,Ashwell
Pseudocheirus peregrinus,Cerebellum_white_matter_Vol.mm3,151.0,Ashwell
Pseudocheirus peregrinus,FlocculonodularLobe_Vol.mm3,45.5,Ashwell
Pseudocheirus peregrinus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,17.9,Ashwell
Pseudocheirus peregrinus,Total_brain_net_volume_Vol.mm3,5060.0,Ashwell
Pseudochirops archeri,CerebellarCortex_Vol.mm3,529.0,Ashwell
Pseudochirops archeri,CerebellarHemisphere_Vol.mm3,200.0,Ashwell
Pseudochirops archeri,CerebellarVermis_Vol.mm3,306.0,Ashwell
Pseudochirops archeri,Cerebellar_nuclei_total_Vol.mm3,21.6,Ashwell
Pseudochirops archeri,Cerebellum_Vol.mm3,640.0,Ashwell
Pseudochirops archeri,Cerebellum_white_matter_Vol.mm3,89.9,Ashwell
Pseudochirops archeri,FlocculonodularLobe_Vol.mm3,22.4,Ashwell
Pseudochirops archeri,Pontine_and_reticulotegmental_nuclei_Vol.mm3,18.0,Ashwell
Pseudochirops archeri,Total_brain_net_volume_Vol.mm3,5487.0,Ashwell
Pseudochirops cupreus,CerebellarCortex_Vol.mm3,722.0,Ashwell
Pseudochirops cupreus,CerebellarHemisphere_Vol.mm3,307.0,Ashwell
Pseudochirops cupreus,CerebellarVermis_Vol.mm3,373.0,Ashwell
Pseudochirops cupreus,Cerebellar_nuclei_total_Vol.mm3,24.3,Ashwell
Pseudochirops cupreus,Cerebellum_Vol.mm3,879.0,Ashwell
Pseudochirops cupreus,Cerebellum_white_matter_Vol.mm3,133.0,Ashwell
Pseudochirops cupreus,FlocculonodularLobe_Vol.mm3,42.5,Ashwell
Pseudochirops cupreus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,23.1,Ashwell
Pseudochirops cupreus,Total_brain_net_volume_Vol.mm3,5865.0,Ashwell
Pseudochirulus herbertensis,CerebellarCortex_Vol.mm3,249.0,Ashwell
Pseudochirulus herbertensis,CerebellarHemisphere_Vol.mm3,106.0,Ashwell
Pseudochirulus herbertensis,CerebellarVermis_Vol.mm3,123.0,Ashwell
Pseudochirulus herbertensis,Cerebellar_nuclei_total_Vol.mm3,8.77,Ashwell
Pseudochirulus herbertensis,Cerebellum_Vol.mm3,307.0,Ashwell
Pseudochirulus herbertensis,Cerebellum_white_matter_Vol.mm3,49.2,Ashwell
Pseudochirulus herbertensis,FlocculonodularLobe_Vol.mm3,19.7,Ashwell
Pseudochirulus herbertensis,Pontine_and_reticulotegmental_nuclei_Vol.mm3,8.47,Ashwell
Pseudochirulus herbertensis,Total_brain_net_volume_Vol.mm3,2642.0,Ashwell
Pteropus giganteus,CerebellarCortex_Vol.mm3,856.0,Ashwell
Pteropus giganteus,CerebellarHemisphere_Vol.mm3,429.0,Ashwell
Pteropus giganteus,CerebellarVermis_Vol.mm3,411.0,Ashwell
Pteropus giganteus,Cerebellar_nuclei_total_Vol.mm3,31.2,Ashwell
Pteropus giganteus,Cerebellum_Vol.mm3,1001.0,Ashwell
Pteropus giganteus,Cerebellum_white_matter_Vol.mm3,114.0,Ashwell
Pteropus giganteus,FlocculonodularLobe_Vol.mm3,15.9,Ashwell
Pteropus giganteus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,23.6,Ashwell
Pteropus giganteus,Total_brain_net_volume_Vol.mm3,8654.0,Ashwell
Pygathrix nemaeus,Amygdala_Vol.mm3,489.2,Stephan_collection
Pygathrix nemaeus,Body_Mass.g,7500.0,Stephan_collection
Pygathrix nemaeus,Brain_Mass.mg,77000.0,Stephan_collection; Zilles
Pygathrix nemaeus,Bulbus_olfactorius_Vol.mm3,10.7,Stephan_collection
Pygathrix nemaeus,Bulbus_olfactorius_accessorius_Vol.mm3,0.0,Stephan_collection
Pygathrix nemaeus,CA1_Vol.mm3,786.6,Stephan_collection
Pygathrix nemaeus,CA2_Vol.mm3,44.48,Stephan_collection
Pygathrix nemaeus,CA3_Vol.mm3,420.73,Stephan_collection
Pygathrix nemaeus,Cerebellar_nuclei_total_Vol.mm3,265.75,Stephan_collection
