record_id,Species,Species_printed,Compilation,Table,source_row,source_snapshot_row,Region,Region_raw,Subregion_raw,Measure,measure_class,Value_raw,Units_raw,Value,SD,n,Units,conscious,condition_group,include_in_primary_merge,source_granularity,arm_identity_status,arm_ambiguity_group_id,derivation_role,exclusion_reason,primary_reference_ids,primary_references,primary_reference_raw,source_reference_ids,source_references,source_reference_levels,source_reference_types,reference_resolution_status,ref_raw,ref_keys_str
61,Homo sapiens,Homo,Kaufman__2004,TableA6,48,48,Neocortex,Neocortex,,CBF,cerebral_perfusion,44.9,mL/100g/min,44.9,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,shishido1996,"(Shishido et al., 1996)","(Shishido et al., 1996)",shishido1996,"(Shishido et al., 1996)",primary,journal_article,resolved,"(Shishido et al., 1996)",shishido1996
62,Homo sapiens,Homo,Kaufman__2004,TableA6,49,49,Neocortex,Neocortex,,CBF,cerebral_perfusion,42.2,mL/100g/min,42.2,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,sasaki1986,"(Sasaki et al., 1986)","(Sasaki et al., 1986)",sasaki1986,"(Sasaki et al., 1986)",primary,journal_article,resolved,"(Sasaki et al., 1986)",sasaki1986
63,Homo sapiens,Homo,Kaufman__2004,TableA6,50,50,Neocortex,Neocortex,,CBF,cerebral_perfusion,42.6,mL/100g/min,42.6,,14.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,yamaguchi1986,"(Yamaguchi etal., 1986)","(Yamaguchi etal., 1986)",yamaguchi1986,"(Yamaguchi etal., 1986)",primary,journal_article,resolved,"(Yamaguchi etal., 1986)",yamaguchi1986
64,Homo sapiens,Homo,Kaufman__2004,TableA6,51,51,Neocortex,Neocortex,,CBF,cerebral_perfusion,47.5,mL/100g/min,47.5,,10.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,yamaguchi1992,"(Yamaguchi et al., 1992a)","(Yamaguchi et al., 1992a)",yamaguchi1992,"(Yamaguchi et al., 1992a)",primary,journal_article,resolved,"(Yamaguchi et al., 1992a)",yamaguchi1992
65,Homo sapiens,Homo,Kaufman__2004,TableA6,52,52,Neocortex,Neocortex,,CBF,cerebral_perfusion,42.8,mL/100g/min,42.8,,34.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,leenders1990,"(Leenders et al., 1990)","(Leenders et al., 1990)",leenders1990,"(Leenders et al., 1990)",primary,journal_article,resolved,"(Leenders et al., 1990)",leenders1990
66,Homo sapiens,Homo,Kaufman__2004,TableA6,53,53,Neocortex,Neocortex,,CBF,cerebral_perfusion,46.1,mL/100g/min,46.1,,16.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,hayashi2000,"(Hayashi et al., 2000)","(Hayashi et al., 2000)",hayashi2000,"(Hayashi et al., 2000)",primary,journal_article,resolved,"(Hayashi et al., 2000)",hayashi2000
67,Homo sapiens,Homo,Kaufman__2004,TableA3,32,32,Thalamus,Thalamus,,CBF,cerebral_perfusion,55.9,mL/100g/min,55.9,,3.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,de1997,"De Voider et al., 1997)","De Voider et al., 1997)",de1997,"De Voider et al., 1997)",primary,journal_article,resolved,"De Voider et al., 1997)",de1997
68,Homo sapiens,Homo,Kaufman__2004,TableA3,33,33,Thalamus,Thalamus,,CBF,cerebral_perfusion,45.4,mL/100g/min,45.4,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,sasaki1986,"Sasaki et al., 1986)","Sasaki et al., 1986)",sasaki1986,"Sasaki et al., 1986)",primary,journal_article,resolved,"Sasaki et al., 1986)",sasaki1986
69,Homo sapiens,Homo,Kaufman__2004,TableA3,34,34,Thalamus,Thalamus,,CBF,cerebral_perfusion,54.8,mL/100g/min,54.8,,8.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,kaisti2003,"Kaisti et al., 2003)","Kaisti et al., 2003)",kaisti2003,"Kaisti et al., 2003)",primary,journal_article,resolved,"Kaisti et al., 2003)",kaisti2003
70,Homo sapiens,Homo,Kaufman__2004,TableA3,35,35,Thalamus,Thalamus,,CBF,cerebral_perfusion,39.9,mL/100g/min,39.9,,8.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaisti2003,"Kaisti et al., 2003)","Kaisti et al., 2003)",kaisti2003,"Kaisti et al., 2003)",primary,journal_article,resolved,"Kaisti et al., 2003)",kaisti2003
71,Homo sapiens,Homo,Kaufman__2004,TableA3,36,36,Thalamus,Thalamus,,CBF,cerebral_perfusion,46,mL/100g/min,46.0,,18.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,pantano1984,"Pantano et al., 1984)","Pantano et al., 1984)",pantano1984,"Pantano et al., 1984)",primary,journal_article,resolved,"Pantano et al., 1984)",pantano1984
72,Homo sapiens,Homo,Kaufman__2004,TableA3,37,37,Thalamus,Thalamus,,CBF,cerebral_perfusion,53.7,mL/100g/min,53.7,,32.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,perlmutter1987,"Perlmutter et al., 1987)","Perlmutter et al., 1987)",perlmutter1987,"Perlmutter et al., 1987)",primary,journal_article,resolved,"Perlmutter et al., 1987)",perlmutter1987
73,Homo sapiens,Homo,Kaufman__2004,TableA3,38,38,Thalamus,Thalamus,,CBF,cerebral_perfusion,67,mL/100g/min,67.0,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,w1997,"W essenetal., 1997)","W essenetal., 1997)",w1997,"W essenetal., 1997)",primary,journal_article,resolved,"W essenetal., 1997)",w1997
74,Homo sapiens,Homo,Kaufman__2004,TableA3,39,39,Thalamus,Thalamus,,CBF,cerebral_perfusion,48.9,mL/100g/min,48.9,,14.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,yamaguchi1986,"Yamaguchi et al., 1986)","Yamaguchi et al., 1986)",yamaguchi1986,"Yamaguchi et al., 1986)",primary,journal_article,resolved,"Yamaguchi et al., 1986)",yamaguchi1986
75,Homo sapiens,Homo,Kaufman__2004,TableA3,42,42,Thalamus,Thalamus,,CBF,cerebral_perfusion,62.2,mL/100g/min,62.2,,26.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,seitz1992,"Seitz and Roland, 1992)","Seitz and Roland, 1992)",seitz1992,"Seitz and Roland, 1992)",primary,journal_article,resolved,"Seitz and Roland, 1992)",seitz1992
76,Homo sapiens,Homo,Kaufman__2004,TableA5,11,11,White_matter,White Matter,,CBF,cerebral_perfusion,28.6,mL/100g/min,28.6,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,hatazawa1988,"(Hatazawa et al., 1988)","(Hatazawa et al., 1988)",hatazawa1988,"(Hatazawa et al., 1988)",primary,journal_article,resolved,"(Hatazawa et al., 1988)",hatazawa1988
77,Homo sapiens,Homo,Kaufman__2004,TableA5,12,12,White_matter,White Matter,,CBF,cerebral_perfusion,19.3,mL/100g/min,19.3,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,sasaki1986,"(Sasaki et al., 1986)","(Sasaki et al., 1986)",sasaki1986,"(Sasaki et al., 1986)",primary,journal_article,resolved,"(Sasaki et al., 1986)",sasaki1986
78,Homo sapiens,Homo,Kaufman__2004,TableA5,13,13,White_matter,White Matter,,CBF,cerebral_perfusion,25,mL/100g/min,25.0,,20.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,yamaki1996,"(Yamaki et al., 1996)","(Yamaki et al., 1996)",yamaki1996,"(Yamaki et al., 1996)",primary,journal_article,resolved,"(Yamaki et al., 1996)",yamaki1996
79,Homo sapiens,Homo,Kaufman__2004,TableA5,14,14,White_matter,White Matter,,CBF,cerebral_perfusion,22.2,mL/100g/min,22.2,,34.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,leenders1990,"(Leenders et al., 1990)","(Leenders et al., 1990)",leenders1990,"(Leenders et al., 1990)",primary,journal_article,resolved,"(Leenders et al., 1990)",leenders1990
80,Homo sapiens,Homo,Kaufman__2004,TableA5,15,15,White_matter,White Matter,,CBF,cerebral_perfusion,21.2,mL/100g/min,21.2,,27.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,lenzi1981,"(Lenzi et al., 1981)","(Lenzi et al., 1981)",lenzi1981,"(Lenzi et al., 1981)",primary,journal_article,resolved,"(Lenzi et al., 1981)",lenzi1981
81,Homo sapiens,Homo,Kaufman__2004,TableA5,16,16,White_matter,White Matter,,CBF,cerebral_perfusion,24.5,mL/100g/min,24.5,,18.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,pantano1984,"(Pantano et al., 1984)","(Pantano et al., 1984)",pantano1984,"(Pantano et al., 1984)",primary,journal_article,resolved,"(Pantano et al., 1984)",pantano1984
82,Homo sapiens,Homo,Kaufman__2004,TableA5,17,17,White_matter,White Matter,,CBF,cerebral_perfusion,23,mL/100g/min,23.0,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,tohgi1998,"(Tohgi et al., 1998)","(Tohgi et al., 1998)",tohgi1998,"(Tohgi et al., 1998)",primary,journal_article,resolved,"(Tohgi et al., 1998)",tohgi1998
83,Homo sapiens,Homo,Kaufman__2004,TableA5,18,18,White_matter,White Matter,,CBF,cerebral_perfusion,18,mL/100g/min,18.0,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,wessen1997,"(Wessen et al., 1997)","(Wessen et al., 1997)",wessen1997,"(Wessen et al., 1997)",primary,journal_article,resolved,"(Wessen et al., 1997)",wessen1997
84,Homo sapiens,Homo,Kaufman__2004,TableA5,19,19,White_matter,White Matter,,CBF,cerebral_perfusion,21,mL/100g/min,21.0,,14.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,yamaguchi1986,"(Yamaguchi et al., 1986)","(Yamaguchi et al., 1986)",yamaguchi1986,"(Yamaguchi et al., 1986)",primary,journal_article,resolved,"(Yamaguchi et al., 1986)",yamaguchi1986
85,Homo sapiens,Homo,Kaufman__2004,TableA5,20,20,White_matter,White Matter,,CBF,cerebral_perfusion,21.4,mL/100g/min,21.4,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,frackowiak1988,"(Frackowiak et al., 1988)","(Frackowiak et al., 1988)",frackowiak1988,"(Frackowiak et al., 1988)",primary,journal_article,resolved,"(Frackowiak et al., 1988)",frackowiak1988
86,Homo sapiens,Homo,Kaufman__2004,TableA5,21,21,White_matter,White Matter,,CBF,cerebral_perfusion,29.6,mL/100g/min,29.6,,26.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,seitz1992,"(Seitz and Roland, 1992)","(Seitz and Roland, 1992)",seitz1992,"(Seitz and Roland, 1992)",primary,journal_article,resolved,"(Seitz and Roland, 1992)",seitz1992
87,Homo sapiens,Homo,Kaufman__2004,TableA14,13,13,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,41.4,mL/100g/min,41.4,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bednarczyk1992,"(Bednarczyk et al., 1992)","(Bednarczyk et al., 1992)",bednarczyk1992,"(Bednarczyk et al., 1992)",primary,journal_article,resolved,"(Bednarczyk et al., 1992)",bednarczyk1992
88,Homo sapiens,Homo,Kaufman__2004,TableA14,14,14,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,50.2,mL/100g/min,50.2,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,blomqvist1990,"(Blomqvist et al., 1990)","(Blomqvist et al., 1990)",blomqvist1990,"(Blomqvist et al., 1990)",primary,journal_article,resolved,"(Blomqvist et al., 1990)",blomqvist1990
89,Homo sapiens,Homo,Kaufman__2004,TableA14,15,15,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,50.8,mL/100g/min,50.8,,10.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,cohen1964,"(Cohen et al., 1964)","(Cohen et al., 1964)",cohen1964,"(Cohen et al., 1964)",primary,journal_article,resolved,"(Cohen et al., 1964)",cohen1964
90,Homo sapiens,Homo,Kaufman__2004,TableA14,16,16,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,44.97,mL/100g/min,44.97,,9.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,cohen1967,"(Cohen et al., 1967)","(Cohen et al., 1967)",cohen1967,"(Cohen et al., 1967)",primary,journal_article,resolved,"(Cohen et al., 1967)",cohen1967
91,Homo sapiens,Homo,Kaufman__2004,TableA14,17,17,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,62.1,mL/100g/min,62.1,,15.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,dastur1985,"(Dastur, 1985)","(Dastur, 1985)",dastur1985,"(Dastur, 1985)",primary,journal_article,resolved,"(Dastur, 1985)",dastur1985
92,Homo sapiens,Homo,Kaufman__2004,TableA14,18,18,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,52.9,mL/100g/min,52.9,,15.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,hoyer1984,"(Hoyer et al., 1984)","(Hoyer et al., 1984)",hoyer1984,"(Hoyer et al., 1984)",primary,journal_article,resolved,"(Hoyer et al., 1984)",hoyer1984
93,Homo sapiens,Homo,Kaufman__2004,TableA14,19,19,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,48.2,mL/100g/min,48.2,,6.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,jobes1977,"(Jobes et al., 1977)","(Jobes et al., 1977)",jobes1977,"(Jobes et al., 1977)",primary,journal_article,resolved,"(Jobes et al., 1977)",jobes1977
94,Homo sapiens,Homo,Kaufman__2004,TableA14,20,20,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,50.6,mL/100g/min,50.6,,8.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,madsen1995,"(Madsen et al., 1995)","(Madsen et al., 1995)",madsen1995,"(Madsen et al., 1995)",primary,journal_article,resolved,"(Madsen et al., 1995)",madsen1995
95,Homo sapiens,Homo,Kaufman__2004,TableA14,21,21,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,45,mL/100g/min,45.0,,9.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,mielck1998,"(Mielck et al., 1998)","(Mielck et al., 1998)",mielck1998,"(Mielck et al., 1998)",primary,journal_article,resolved,"(Mielck et al., 1998)",mielck1998
96,Homo sapiens,Homo,Kaufman__2004,TableA14,22,22,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,35,mL/100g/min,35.0,,9.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,mielck1998,"(Mielck et al., 1998)","(Mielck et al., 1998)",mielck1998,"(Mielck et al., 1998)",primary,journal_article,resolved,"(Mielck et al., 1998)",mielck1998
97,Homo sapiens,Homo,Kaufman__2004,TableA14,23,23,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,42.54,mL/100g/min,42.54,,7.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,ogawaetal1996,"(Ogawaetal., 1996)","(Ogawaetal., 1996)",ogawaetal1996,"(Ogawaetal., 1996)",primary,journal_article,resolved,"(Ogawaetal., 1996)",ogawaetal1996
98,Homo sapiens,Homo,Kaufman__2004,TableA14,24,24,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,43,mL/100g/min,43.0,,4.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,redies1989,"(Redies et al., 1989)","(Redies et al., 1989)",redies1989,"(Redies et al., 1989)",primary,journal_article,resolved,"(Redies et al., 1989)",redies1989
99,Homo sapiens,Homo,Kaufman__2004,TableA14,25,25,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,64.7,mL/100g/min,64.7,,20.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,scheinberg1949,"(Scheinberg and Stead, 1949)","(Scheinberg and Stead, 1949)",scheinberg1949,"(Scheinberg and Stead, 1949)",primary,journal_article,resolved,"(Scheinberg and Stead, 1949)",scheinberg1949
100,Homo sapiens,Homo,Kaufman__2004,TableA14,26,26,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,33,mL/100g/min,33.0,,9.0,mL/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,felding1995,"(Felding et al., 1995)","(Felding et al., 1995)",felding1995,"(Felding et al., 1995)",primary,journal_article,resolved,"(Felding et al., 1995)",felding1995
101,Homo sapiens,Homo,Kaufman__2004,TableA14,27,27,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,49.8,mL/100g/min,49.8,,11.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,frackowiak1980,"(Frackowiak et al., 1980)","(Frackowiak et al., 1980)",frackowiak1980,"(Frackowiak et al., 1980)",primary,journal_article,resolved,"(Frackowiak et al., 1980)",frackowiak1980
102,Homo sapiens,Homo,Kaufman__2004,TableA14,28,28,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,52.6,mL/100g/min,52.6,,8.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,jakobsen1990,"(Jakobsen et al., 1990)","(Jakobsen et al., 1990)",jakobsen1990,"(Jakobsen et al., 1990)",primary,journal_article,resolved,"(Jakobsen et al., 1990)",jakobsen1990
103,Homo sapiens,Homo,Kaufman__2004,TableA14,29,29,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,47.7,mL/100g/min,47.7,,20.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,carpenter1991,"(Carpenter et al., 1991)","(Carpenter et al., 1991)",carpenter1991,"(Carpenter et al., 1991)",primary,journal_article,resolved,"(Carpenter et al., 1991)",carpenter1991
104,Homo sapiens,Homo,Kaufman__2004,TableA14,30,30,Whole_brain,Whole Brain (direct measurement),,CBF,cerebral_perfusion,51,mL/100g/min,51.0,,10.0,mL/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,lassen1955,"(Lassen and Munck, 1955)","(Lassen and Munck, 1955)",lassen1955,"(Lassen and Munck, 1955)",primary,journal_article,resolved,"(Lassen and Munck, 1955)",lassen1955
