"registry_key","Citation (APA 7th-Annotated)","sequence","DOI if different from article or doi Alt","Item number","1st Author","other author(s)","year","Publication name","DOI (or Alt)","Item name","Item encoded","Public TSV match from AUTO_Public_TSV_FileList (generated by _tools/file_list.R; do not edit manually)","Item full original title","Source format","N.B.","Progress stage","Snapshot name if unchanged","Source URL link","Flags pre-addressed","Flags possible","Flags active (skips)","Topic","Taxon","Main Trait(s)","Other Trait(s)","Material type (e.g. histological, MRI)","Method","Measure type","Team","Collection","Data role (primary/secondary/both)","Source (if secondary)","recommendation"
"Baron_etal_1996_Table22","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 22","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table22","ISBN%3A9783764353704_Table22","ISBN%3A9783764353704_Table22.tsv","Volumes of the auditory nuclei of the medulla oblongata","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","auditory brainstem nucleus volumes","auditory brainstem nucleus volumes","histological sections","","volume","Stephan","Stephan","primary","","Not yet transcribed. PDF pages 110-114; N = 150 printed rows. Extend Baron_etal_1996_extract_snapshots.py, which already reads this PDF's text layer for Tables 10 and 32 with an explicit literal OCR-repair table."
"Baron_etal_1996_Table25","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 25","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table25","ISBN%3A9783764353704_Table25","ISBN%3A9783764353704_Table25.tsv","Volumes of mesencephalic components","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","mesencephalic component volumes; inferior and superior colliculus","mesencephalic component volumes; inferior and superior colliculus","histological sections","","volume","Stephan","Stephan","primary","","Not yet transcribed. PDF pages 122-126; N = 150 printed rows. Extend Baron_etal_1996_extract_snapshots.py, which already reads this PDF's text layer for Tables 10 and 32 with an explicit literal OCR-repair table."
"Baron_etal_1996_Table28","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 28","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table28","ISBN%3A9783764353704_Table28","ISBN%3A9783764353704_Table28.tsv","Volumes of cerebellar nuclei in mm3","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","cerebellar nucleus volumes","cerebellar nucleus volumes","histological sections","","volume","Stephan","Stephan","primary","","Not yet transcribed. PDF pages 134; N = 18 printed rows. Extend Baron_etal_1996_extract_snapshots.py, which already reads this PDF's text layer for Tables 10 and 32 with an explicit literal OCR-repair table."
"Baron_etal_1996_Table30","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 30","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table30","ISBN%3A9783764353704_Table30","ISBN%3A9783764353704_Table30.tsv","Volumes of some mesencephalic and diencephalic components in mm3","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","lateral lemniscus and geniculate nucleus volumes","lateral lemniscus and geniculate nucleus volumes","histological sections","","volume","Stephan","Stephan","primary","","Build; small and cheap (19 species, one page) and disproportionately useful: medial geniculate (auditory) and lateral geniculate with its dorsal/ventral split (visual) in one table, which is the thalamic tier of the audiovisual comparison. Carry the corrected abbreviations, not the OCR forms. This table is also the only place Asellia tridens appears with component volumes."
"Baron_etal_1996_Table32","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 32","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table32","ISBN%3A9783764353704_Table32","ISBN%3A9783764353704_Table32.tsv","","","","FINISHED","","","","","","","","","","","","","","","primary","",""
"Baron_etal_1996_Table35","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 35","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table35","ISBN%3A9783764353704_Table35","notfound","Volumes, size indices, average size indices of the accessory olfactory bulb, and percentage of AOB relative to the BOL complex","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","accessory olfactory bulb volume","accessory olfactory bulb volume","histological sections","","volume","Stephan","Stephan","primary","","Build the volume column only. AOB is not separated in Table 32, whose BOL is the whole olfactory bulb complex, so this is the only route to an MOB/AOB split for bats."
"Baron_etal_1996_Table36","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 36","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table36","ISBN%3A9783764353704_Table36","ISBN%3A9783764353704_Table36.tsv","Schneider's area measurements of cortical regions (mm2)","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Reprinted from another author's work, not a Frankfurt-collection measurement. Register as secondary and keep the original author attribution in the item note; check the upstream publication before treating any value as primary. Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","cortical surface areas (mm2)","cortical surface areas (mm2)","histological sections","","cortical surface area","","","secondary","Schneider (1957b) planimetry of cortical regions","Build only if bat cortical surface areas are wanted for __merging_cortical_areas. Secondary: the measurements are Schneider's (1957b), and Stephan & Pirlot 1970 cite Schneider's cortical surface work directly, so prefer the original if it can be obtained."
"Baron_etal_1996_Table39","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 39","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table39","ISBN%3A9783764353704_Table39","ISBN%3A9783764353704_Table39.tsv","Lütgemeier's area measurements of cortical regions (in mm2)","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Reprinted from another author's work, not a Frankfurt-collection measurement. Register as secondary and keep the original author attribution in the item note; check the upstream publication before treating any value as primary. Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","cortical surface areas (mm2)","","histological sections","Lütgemeier (1962) planimetry of cortical regions","cortical surface area","","","secondary","",""
"Baron_etal_1996_Table42","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 42","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table42","ISBN%3A9783764353704_Table42","ISBN%3A9783764353704_Table42.tsv","Lütgemeier's area measurements of the semicortex (in mm2)","table","Build only with Tables 39 and 45. Secondary (Lütgemeier 1962).","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Reprinted from another author's work, not a Frankfurt-collection measurement. Register as secondary and keep the original author attribution in the item note; check the upstream publication before treating any value as primary. Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","semicortex surface areas (mm2)","","histological sections","Lütgemeier (1962) planimetry of cortical regions","cortical surface area","","","secondary","",""
"Baron_etal_1996_Table45","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 45","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table45","ISBN%3A9783764353704_Table45","ISBN%3A9783764353704_Table45.tsv","Lütgemeier's area measurements of the ""bicortex"" (in mm2)","table","Build only with Tables 39 and 42. Secondary (Lütgemeier 1962).","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Reprinted from another author's work, not a Frankfurt-collection measurement. Register as secondary and keep the original author attribution in the item note; check the upstream publication before treating any value as primary. Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","bicortex surface areas (mm2)","","histological sections","Lütgemeier (1962) planimetry of cortical regions","cortical surface area","","","secondary","",""
"Baron_etal_1996_Table48","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 48","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table48","ISBN%3A9783764353704_Table48","ISBN%3A9783764353704_Table48.tsv","Brodmann's area measurements of cortical regions (in mm2)","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Reprinted from another author's work, not a Frankfurt-collection measurement. Register as secondary and keep the original author attribution in the item note; check the upstream publication before treating any value as primary. Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","cortical surface areas (mm2)","cortical surface areas (mm2)","histological sections","","cortical surface area","","","secondary","Brodmann (1913) planimetry of cortical regions",""
"Baron_etal_1996_Table5","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 5","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table5","ISBN%3A9783764353704_Table5","notfound","Average body weights (BoW) and brain weights (BrW) of 342 species and/or subspecies of bats","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","body mass (g); brain mass (mg)","body mass (g); brain mass (mg)","","","body mass; brain mass","Stephan","Stephan","primary","","Build, highest priority of the untranscribed set: 342 species/subspecies is the largest block in the book and larger than the 272 in Tables 10/32. Feeds __merging_brain_mass. Keep the source-of-data column — it separates Stephan-collection values from compiled literature values, so the item is part primary, part secondary at row level. Check the multi-line sex rows are not double-counted, and check overlap with Ashwell 2020 and the other held bat body/brain sources before wiring."
"Baron_etal_1996_Table51","Baron, G., Stephan, H., & Frahm, H. D. (1996). Comparative Neurobiology in Chiroptera: Macromorphology, Brain Structures, Tables, and Atlases. Birkhäuser.","","ISBN:9783764353704","Table 51","Baron","etal","1996","Baron_etal_1996","ISBN%3A9783764353704","Baron_etal_1996_Table51","ISBN%3A9783764353704_Table51","ISBN%3A9783764353704_Table51.tsv","Pirlot's data of body and brain weights and of the volumes of the five fundamental brain parts and seven telencephalon components in mm3","table","","","","","Structure list, species count and the table's size/index role confirmed against the book's own Table 1 key (PDF pp. 264-265) and the printed column header, 2026-08-31.","Reprinted from another author's work, not a Frankfurt-collection measurement. Register as secondary and keep the original author attribution in the item note; check the upstream publication before treating any value as primary. Inherits the whole-source merge gate already recorded for Tables 10/32: seven historical taxon concepts in MANUAL_REVIEW, and source rows that collapse to the same species must be averaged within the item before Tier-1 recency resolution. Resolving that gate once unblocks every Baron item, so build order need not wait on it.","","","Mammals","brain structure volumes (mm3); body and brain weight","","histological sections","volumetry","volume","","","secondary","","Build. Small but genuinely additive: six species that the 272-row tables do not cover, in the same structure scheme, so they extend rather than duplicate Tables 10/32. Note that paleocortex and amygdala are pooled here (PAL+AMY) whereas Table 32 separates them. Secondary within the book — the measurements are Pirlot's — and it is a different Pirlot dataset from Stephan & Pirlot (1970), which shares no species with it."
