"species_sci","Species","MSW3_ID","Family","Diet_Inv","Diet_Vend","Diet_Vect","Diet_Vfish","Diet_Vunk","Diet_Scav","Diet_Fruit","Diet_Nect","Diet_Seed","Diet_PlantO","Diet_dominant","Diet_breadth","Trophic_guild","Diet_Certainty","ForStrat_Value","ForStrat_stratum","ForStrat_Certainty","Activity_Nocturnal","Activity_Crepuscular","Activity_Diurnal","Activity_pattern","Activity_Certainty","BodyMass.g","BodyMass_SpecLevel"
"Antechinus flavipes","Antechinus flavipes","130","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",45,"1"
"Antechinus bellus","Antechinus bellus","131","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",44.5,"1"
"Antechinus agilis","Antechinus agilis","132","Dasyuridae",80,0,0,0,10,0,10,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",22.13,"1"
"Antechinus adustus","Antechinus adustus","133","Dasyuridae",80,0,0,0,10,10,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",36,"1"
"Antechinus swainsonii","Antechinus swainsonii","134","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",53,"1"
"Antechinus godmani","Antechinus godmani","135","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",76.5,"1"
"Micromurexia habbema","Micromurexia habbema","136","Dasyuridae",70,10,20,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",46.97,"0"
"Murexechinus melanurus","Murexechinus melanurus","137","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",38.02,"1"
"Murexia longicaudata","Murexia longicaudata","138","Dasyuridae",60,20,20,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","S","Scansorial","A","0","1","1","Diurnal","ABC",335.83,"1"
"Paramurexia rothschildi","Paramurexia rothschildi","139","Dasyuridae",60,20,20,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",53.77,"1"
"Phascomurexia naso","Phascomurexia naso","140","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",52.62,"1"
"Phascogale calura","Phascogale calura","141","Dasyuridae",30,40,30,0,0,0,0,0,0,0,"Endotherm vertebrates",3,"Faunivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",51.5,"1"
"Phascogale tapoatafa","Phascogale tapoatafa","142","Dasyuridae",30,40,30,0,0,0,0,0,0,0,"Endotherm vertebrates",3,"Faunivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",193.5,"1"
"Antechinomys laniger","Antechinomys laniger","143","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",25.57,"1"
"Ningaui yvonnae","Ningaui yvonnae","144","Dasyuridae",80,0,0,0,20,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7,"1"
"Ningaui ridei","Ningaui ridei","145","Dasyuridae",80,0,0,0,20,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",8.5,"1"
"Ningaui timealeyi","Ningaui timealeyi","146","Dasyuridae",80,0,0,0,20,0,0,0,0,0,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.7,"1"
"Sminthopsis griseoventer","Sminthopsis griseoventer","147","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",17.5,"1"
"Sminthopsis virginiae","Sminthopsis virginiae","148","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",35.25,"1"
"Sminthopsis psammophila","Sminthopsis psammophila","149","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",33.5,"1"
"Sminthopsis ooldea","Sminthopsis ooldea","150","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",11,"1"
"Sminthopsis murina","Sminthopsis murina","151","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",17,"1"
"Sminthopsis macroura","Sminthopsis macroura","152","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",20,"1"
"Sminthopsis longicaudata","Sminthopsis longicaudata","153","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",18,"1"
"Sminthopsis leucopus","Sminthopsis leucopus","154","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",26,"1"
"Sminthopsis douglasi","Sminthopsis douglasi","155","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",55,"1"
"Sminthopsis hirtipes","Sminthopsis hirtipes","156","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",15,"1"
"Sminthopsis youngsoni","Sminthopsis youngsoni","157","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.1,"1"
"Sminthopsis fuliginosus","Sminthopsis fuliginosus","158","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",19.89,"0"
"Sminthopsis dolichura","Sminthopsis dolichura","159","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",13.6,"1"
"Sminthopsis crassicaudata","Sminthopsis crassicaudata","160","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",15,"1"
"Sminthopsis butleri","Sminthopsis butleri","161","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",25,"1"
"Sminthopsis boullangerensis","Sminthopsis boullangerensis","162","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","D1",19.89,"0"
"Sminthopsis bindi","Sminthopsis bindi","163","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","D1",17.5,"1"
"Sminthopsis archeri","Sminthopsis archeri","164","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",16,"1"
"Sminthopsis aitkeni","Sminthopsis aitkeni","165","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",22.5,"1"
"Sminthopsis granulipes","Sminthopsis granulipes","166","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",25,"1"
"Sminthopsis gilberti","Sminthopsis gilberti","167","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",19.5,"1"
"Planigale gilesi","Planigale gilesi","168","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",9.2,"1"
"Planigale tenuirostris","Planigale tenuirostris","169","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.05,"1"
"Planigale novaeguineae","Planigale novaeguineae","170","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.9,"1"
"Planigale ingrami","Planigale ingrami","171","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",4.25,"1"
"Planigale maculata","Planigale maculata","172","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",11,"1"
"Macrotis lagotis","Macrotis lagotis","173","Thylacomyidae",70,0,0,0,20,0,0,0,0,10,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1350,"1"
"Macrotis leucura","Macrotis leucura","174","Thylacomyidae",70,0,0,0,20,0,0,0,0,10,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",354,"1"
"Isoodon auratus","Isoodon auratus","176","Peramelidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",425,"1"
"Isoodon macrourus","Isoodon macrourus","177","Peramelidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1600,"1"
"Isoodon obesulus","Isoodon obesulus","178","Peramelidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",775,"1"
"Perameles nasuta","Perameles nasuta","179","Peramelidae",70,10,10,0,0,0,0,0,0,10,"Invertebrates",4,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",975,"1"
"Perameles gunnii","Perameles gunnii","180","Peramelidae",70,10,10,0,0,0,0,0,0,10,"Invertebrates",4,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",870,"1"
"Perameles eremiana","Perameles eremiana","181","Peramelidae",70,10,10,0,0,0,0,0,0,10,"Invertebrates",4,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",500,"1"
"Perameles bougainville","Perameles bougainville","182","Peramelidae",70,10,10,0,0,0,0,0,0,10,"Invertebrates",4,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",226,"1"
"Peroryctes raffrayana","Peroryctes raffrayana","183","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",838.5,"1"
"Peroryctes broadbenti","Peroryctes broadbenti","184","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",4800,"1"
"Echymipera clara","Echymipera clara","185","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1236.5,"1"
"Echymipera davidi","Echymipera davidi","186","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",950,"1"
"Echymipera echinista","Echymipera echinista","187","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1000,"1"
"Echymipera kalubu","Echymipera kalubu","188","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",782.17,"1"
"Echymipera rufescens","Echymipera rufescens","189","Peramelidae",60,0,0,0,0,0,40,0,0,0,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",1100,"1"
"Microperoryctes longicauda","Microperoryctes longicauda","190","Peramelidae",60,0,0,0,10,0,0,0,0,30,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","D1",538,"1"
"Microperoryctes murina","Microperoryctes murina","191","Peramelidae",60,0,0,0,10,0,0,0,0,30,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","D1",817.52,"2"
"Microperoryctes papuensis","Microperoryctes papuensis","192","Peramelidae",60,0,0,0,10,0,0,0,0,30,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",158,"1"
"Rhynchomeles prattorum","Rhynchomeles prattorum","193","Peramelidae",60,0,0,0,10,0,0,0,0,30,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","D2",817.52,"2"
"Phascolarctos cinereus","Phascolarctos cinereus","194","Phascolarctidae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",10250,"1"
"Lasiorhinus krefftii","Lasiorhinus krefftii","195","Vombatidae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",2900,"1"
"Lasiorhinus latifrons","Lasiorhinus latifrons","196","Vombatidae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",25500,"1"
"Vombatus ursinus","Vombatus ursinus","197","Vombatidae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",26000,"1"
"Burramys parvus","Burramys parvus","198","Burramyidae",40,0,0,0,0,0,30,0,30,0,"Invertebrates",3,"Omnivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",41.5,"1"
"Cercartetus nanus","Cercartetus nanus","199","Burramyidae",20,0,10,0,0,0,20,20,10,20,"Invertebrates",6,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",24,"1"
"Cercartetus caudatus","Cercartetus caudatus","200","Burramyidae",20,0,10,0,0,0,20,20,10,20,"Invertebrates",6,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",25,"1"
"Cercartetus concinnus","Cercartetus concinnus","201","Burramyidae",20,0,10,0,0,0,20,20,10,20,"Invertebrates",6,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",13,"1"
"Cercartetus lepidus","Cercartetus lepidus","202","Burramyidae",20,0,10,0,0,0,20,20,10,20,"Invertebrates",6,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",7,"1"
"Ailurops melanotis","Ailurops melanotis","203","Phalangeridae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","D1","Ar","Arboreal","A","0","0","1","Diurnal","D1",10000,"0"
"Ailurops ursinus","Ailurops ursinus","204","Phalangeridae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","Ar","Arboreal","A","0","0","1","Diurnal","ABC",10000,"1"
"Phalanger lullulae","Phalanger lullulae","205","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1632.5,"1"
"Phalanger vestitus","Phalanger vestitus","206","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1850,"1"
"Phalanger sericeus","Phalanger sericeus","207","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",2003,"1"
"Phalanger rothschildi","Phalanger rothschildi","208","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1365,"1"
"Phalanger ornatus","Phalanger ornatus","209","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1787.5,"1"
"Phalanger orientalis","Phalanger orientalis","210","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",2168.75,"1"
"Phalanger mimicus","Phalanger mimicus","211","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","D1",1846.67,"0"
"Phalanger matabiru","Phalanger matabiru","212","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","D1",1846.67,"0"
"Phalanger intercastellanus","Phalanger intercastellanus","213","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","D1",1747.5,"1"
"Phalanger gymnotis","Phalanger gymnotis","214","Phalangeridae",0,0,0,0,0,0,100,0,0,0,"Fruit",1,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",2597.89,"1"
"Phalanger carmelitae","Phalanger carmelitae","215","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",2047.5,"1"
"Phalanger alexandrae","Phalanger alexandrae","216","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","D1",1846.67,"0"
"Phalanger matanim","Phalanger matanim","217","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1550,"1"
"Spilocuscus rufoniger","Spilocuscus rufoniger","218","Phalangeridae",0,0,0,0,0,0,40,0,0,60,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",6000,"1"
"Spilocuscus kraemeri","Spilocuscus kraemeri","219","Phalangeridae",0,0,0,0,0,0,40,0,0,60,"Other plant",2,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",5535.39,"0"
"Spilocuscus maculatus","Spilocuscus maculatus","220","Phalangeridae",0,0,0,0,0,0,40,0,0,60,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",5106.75,"1"
"Spilocuscus papuensis","Spilocuscus papuensis","221","Phalangeridae",0,0,0,0,0,0,40,0,0,60,"Other plant",2,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",5535.39,"0"
"Strigocuscus celebensis","Strigocuscus celebensis","222","Phalangeridae",0,0,0,0,0,0,100,0,0,0,"Fruit",1,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",500,"1"
"Strigocuscus pelengensis","Strigocuscus pelengensis","223","Phalangeridae",10,0,0,0,10,0,40,0,0,40,"Fruit",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",500,"0"
"Trichosurus arnhemensis","Trichosurus arnhemensis","224","Phalangeridae",0,0,0,0,0,0,20,0,20,60,"Other plant",3,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1300,"1"
"Trichosurus caninus","Trichosurus caninus","225","Phalangeridae",0,0,0,0,0,0,20,0,20,60,"Other plant",3,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",3500,"1"
"Trichosurus cunninghami","Trichosurus cunninghami","226","Phalangeridae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","D1",2293.08,"0"
"Trichosurus johnstonii","Trichosurus johnstonii","227","Phalangeridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",2293.08,"0"
"Trichosurus vulpecula","Trichosurus vulpecula","228","Phalangeridae",0,0,0,0,0,0,20,0,20,60,"Other plant",3,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",2650,"1"
"Wyulda squamicaudata","Wyulda squamicaudata","229","Phalangeridae",20,0,0,0,10,0,20,0,0,50,"Other plant",4,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1675,"1"
"Hemibelideus lemuroides","Hemibelideus lemuroides","230","Pseudocheiridae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",952.5,"1"
"Petauroides volans","Petauroides volans","231","Pseudocheiridae",0,0,0,0,0,0,0,0,0,100,"Other plant",1,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1300,"1"
"Petropseudes dahli","Petropseudes dahli","232","Pseudocheiridae",0,0,0,0,0,0,30,0,0,70,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1640,"1"
"Pseudocheirus peregrinus","Pseudocheirus peregrinus","233","Pseudocheiridae",0,0,0,0,0,0,20,10,0,70,"Other plant",3,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",900,"1"
"Pseudochirulus caroli","Pseudochirulus caroli","234","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",456.02,"1"
"Pseudochirulus schlegeli","Pseudochirulus schlegeli","235","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",255.44,"1"
"Pseudochirulus mayeri","Pseudochirulus mayeri","236","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",151.75,"1"
"Pseudochirulus larvatus","Pseudochirulus larvatus","237","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",448.3,"0"
"Pseudochirulus herbertensis","Pseudochirulus herbertensis","238","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1098.34,"1"
"Pseudochirulus forbesi","Pseudochirulus forbesi","239","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",639.16,"1"
"Pseudochirulus cinereus","Pseudochirulus cinereus","240","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",977.48,"1"
"Pseudochirulus canescens","Pseudochirulus canescens","241","Pseudocheiridae",0,0,0,0,0,0,20,0,0,80,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",300,"1"
"Pseudochirops albertisii","Pseudochirops albertisii","242","Pseudocheiridae",0,0,0,0,0,0,10,0,0,90,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",784.85,"1"
"Pseudochirops archeri","Pseudochirops archeri","243","Pseudocheiridae",0,0,0,0,0,0,10,0,0,90,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1091.5,"1"
"Pseudochirops corinnae","Pseudochirops corinnae","244","Pseudocheiridae",0,0,0,0,0,0,10,0,0,90,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1123,"1"
"Pseudochirops coronatus","Pseudochirops coronatus","245","Pseudocheiridae",0,0,0,0,0,0,10,0,0,90,"Other plant",2,"Herbivore","D1","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1500,"1"
"Pseudochirops cupreus","Pseudochirops cupreus","246","Pseudocheiridae",0,0,0,0,0,0,10,0,0,90,"Other plant",2,"Herbivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",1724.5,"1"
"Dactylopsila tatei","Dactylopsila tatei","247","Petauridae",80,0,0,0,0,0,10,0,0,10,"Invertebrates",3,"Faunivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",252,"1"
"Dactylopsila trivirgata","Dactylopsila trivirgata","248","Petauridae",80,0,0,0,0,0,10,0,0,10,"Invertebrates",3,"Faunivore","ABC","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",413.53,"1"
