Species,Domain,Standardized_Term,Value,source,team,dependency_group
Priodontes maximus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Hapalemur griseus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cyclopes didactylus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Varecia variegata,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ateles paniscus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Macaca fascicularis,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Macaca mulatta,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Propithecus coquereli,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cebus capucinus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Eulemur mongoz,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Rhinopithecus roxellana,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trachypithecus phayrei,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Saimiri sciureus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Aotus nancymaae,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Potos flavus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leontopithecus rosalia,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Caluromys philander,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Papio ursinus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Alouatta seniculus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mandrillus sphinx,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Loris tardigradus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nycticebus pygmaeus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cheirogaleus medius,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Philander opossum,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pseudocheirus peregrinus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bradypus variegatus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Acrobates pygmaeus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Orycteropus afer,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Choloepus didactylus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pan troglodytes,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Monodelphis domestica,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Phascolarctos cinereus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Hippopotamus amphibius,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mesocricetus auratus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Petaurus breviceps,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Chiropotes satanas,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ornithorhynchus anatinus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Gorilla gorilla,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Oreotragus oreotragus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Isoodon macrourus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dasyurus maculatus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mus musculus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tupaia tana,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Muscardinus avellanarius,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Castor canadensis,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dasypus novemcinctus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Rattus norvegicus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Apodemus agrarius,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sciurus griseus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Didelphis virginiana,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Micromys minutus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Talpa europaea,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vulpes vulpes,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tragelaphus strepsiceros,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Thallomys paedulcus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Odocoileus virginianus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Moschus leucogaster,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Myrmecobius fasciatus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bos taurus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Erethizon dorsatum,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pithecia pithecia,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Apodemus flavicollis,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cervus elaphus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Hydrochoerus hydrochaeris,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ovis aries,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cryptoprocta ferox,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Myrmecophaga tridactyla,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mellivora capensis,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ammotragus lervia,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus indicus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus terrestris,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Myodes glareolus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sus scrofa,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mephitis mephitis,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus asinus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Zaglossus bruijni,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Canis aureus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Paradoxurus hermaphroditus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus caballus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus burchelli,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pecari tajacu,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leptailurus serval,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Muntiacus muntjak,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cephalophus silvicultor,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Capra aegagrus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Camelus dromedarius,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nasua nasua,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cephalophus natalensis,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vombatus ursinus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dendrolagus goodfellowi,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus bairdii,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Felis catus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ovis canadensis,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Saiga tatarica,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nanger granti,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Camelus bactrianus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ceratotherium simum,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Kobus ellipsiprymnus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Moschiola meminna,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ailurus fulgens,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera tigris,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ailuropoda melanoleuca,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Caracal caracal,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leopardus pardalis,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Aepyceros melampus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Elephas maximus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Alcelaphus buselaphus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Canis lupus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Acinonyx jubatus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Connochaetes taurinus,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lasiorhinus krefftii,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus americanus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Antilocapra americana,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cuon alpinus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lama glama,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Loxodonta africana,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lynx rufus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus arctos,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bubalus bubalis,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Okapia johnstoni,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bison bison,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mungos mungo,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus maritimus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera leo,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Oryx gazella,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Giraffa camelopardalis,Gait,Foot_Posture,unguligrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Chrysocyon brachyurus,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tachyglossus aculeatus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera onca,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Crocuta crocuta,Gait,Foot_Posture,digitigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Caluromys philander,Locomotion,Locomotor_diversity_index,1.15402168831365,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Acrobates pygmaeus,Locomotion,Locomotor_diversity_index,1.46311620781614,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Choloepus didactylus,Locomotion,Locomotor_diversity_index,1.16745710622922,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eira barbara,Locomotion,Locomotor_diversity_index,1.31805406764601,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Micromys minutus,Locomotion,Locomotor_diversity_index,1.36527966118353,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Glaucomys volans,Locomotion,Locomotor_diversity_index,1.41481405296438,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Microsciurus flaviventer,Locomotion,Locomotor_diversity_index,1.39151305970536,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Petaurista leucogenys,Locomotion,Locomotor_diversity_index,1.63042790406195,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sciurillus pusillus,Locomotion,Locomotor_diversity_index,1.05509170923132,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sciurus igniventris,Locomotion,Locomotor_diversity_index,1.76932881551122,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sciurus vulgaris,Locomotion,Locomotor_diversity_index,1.36056602293838,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tamias sibiricus,Locomotion,Locomotor_diversity_index,1.48235863288788,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tamias striatus,Locomotion,Locomotor_diversity_index,1.02614009593832,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tamiasciurus hudsonicus,Locomotion,Locomotor_diversity_index,1.16010264004331,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tupaia minor,Locomotion,Locomotor_diversity_index,1.16912339604188,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tupaia tana,Locomotion,Locomotor_diversity_index,0.673597909201366,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galeopterus variegatus,Locomotion,Locomotor_diversity_index,1.24539319229782,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galagoides demidoff,Locomotion,Locomotor_diversity_index,1.40614065804908,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galagoides thomasi,Locomotion,Locomotor_diversity_index,1.53051572202163,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galago senegalensis,Locomotion,Locomotor_diversity_index,1.03969242563174,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galago matschiei,Locomotion,Locomotor_diversity_index,1.55376177629077,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Loris tardigradus,Locomotion,Locomotor_diversity_index,1.40106786758068,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Loris tardigradus,Locomotion,Locomotor_diversity_index,1.2386009825967,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nycticebus coucang,Locomotion,Locomotor_diversity_index,1.49154515081169,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nycticebus coucang,Locomotion,Locomotor_diversity_index,1.3118276431273,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Perodicticus potto,Locomotion,Locomotor_diversity_index,1.40937422547883,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Daubentonia madagascariensis,Locomotion,Locomotor_diversity_index,1.24022837119808,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cheirogaleus major,Locomotion,Locomotor_diversity_index,1.33520401122236,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cheirogaleus medius,Locomotion,Locomotor_diversity_index,1.49653172902369,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Microcebus murinus,Locomotion,Locomotor_diversity_index,1.37713994283633,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Mirza coquereli,Locomotion,Locomotor_diversity_index,1.55871076469281,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur coronatus,Locomotion,Locomotor_diversity_index,1.32285696027778,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Locomotor_diversity_index,1.30441240377472,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Locomotor_diversity_index,0.963240690783893,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Locomotor_diversity_index,0.923385313248525,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Locomotor_diversity_index,1.13824289941948,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur macaco,Locomotion,Locomotor_diversity_index,1.43123180445711,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur mongoz,Locomotion,Locomotor_diversity_index,1.43236716092924,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Locomotor_diversity_index,0.969736905647942,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Locomotor_diversity_index,1.0158239700924,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Locomotor_diversity_index,0.941428800508233,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Locomotor_diversity_index,1.06773236703401,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hapalemur griseus,Locomotion,Locomotor_diversity_index,1.15600589287313,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lemur catta,Locomotion,Locomotor_diversity_index,1.35877626253505,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata rubra,Locomotion,Locomotor_diversity_index,1.49699401198051,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata,Locomotion,Locomotor_diversity_index,1.40007561095226,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata,Locomotion,Locomotor_diversity_index,1.02204135552313,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lepilemur edwardsi,Locomotion,Locomotor_diversity_index,1.15243525834186,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Avahi occidentalis,Locomotion,Locomotor_diversity_index,1.14885486473691,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus diadema,Locomotion,Locomotor_diversity_index,0.422365483073509,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus diadema,Locomotion,Locomotor_diversity_index,0.548153076997243,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi,Locomotion,Locomotor_diversity_index,1.37244158736962,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Locomotor_diversity_index,1.00425154506567,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Locomotor_diversity_index,0.971287708335438,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Locomotor_diversity_index,0.873376471896216,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Locomotor_diversity_index,0.861711959324643,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Locomotor_diversity_index,1.00743328732766,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Locomotor_diversity_index,0.471393486810094,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius dentatus,Locomotion,Locomotor_diversity_index,1.10856520816426,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius tarsier,Locomotion,Locomotor_diversity_index,0.904363612551585,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Locomotor_diversity_index,1.05168775175858,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Locomotor_diversity_index,1.05876776435606,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Locomotor_diversity_index,0.984301599047729,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callimico goeldii,Locomotion,Locomotor_diversity_index,1.56568356541191,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callimico goeldii,Locomotion,Locomotor_diversity_index,1.23783848230913,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callithrix pygmaea,Locomotion,Locomotor_diversity_index,1.32325697190067,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callithrix pygmaea,Locomotion,Locomotor_diversity_index,1.22865832658758,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Leontopithecus rosalia,Locomotion,Locomotor_diversity_index,1.64214160038655,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus fuscicollis,Locomotion,Locomotor_diversity_index,1.11825939911062,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus fuscicollis,Locomotion,Locomotor_diversity_index,1.68794192463035,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus geoffroyi,Locomotion,Locomotor_diversity_index,1.1706981366311,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus labiatus,Locomotion,Locomotor_diversity_index,1.63379907179792,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus midas,Locomotion,Locomotor_diversity_index,1.38602395226123,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Locomotor_diversity_index,1.11906615148242,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Locomotor_diversity_index,1.45292642084593,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Locomotor_diversity_index,0.603777419267949,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callicebus brunneus,Locomotion,Locomotor_diversity_index,0.9954182990798069,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
