"species_sci"	"Binomial"	"order"	"family"	"genus"	"species"	"Sample_size.brain"	"Sample_size.body"	"Sex"	"Mean_brain_mass_g"	"Mean_body_mass_g"	"BrainReference1"	"BrainReference2"	"Brain.resid"	"T_resid"
"Peromyscus guatemalensis"	"Peromyscus_guatemalensis"	"Rodentia"	"Cricetidae"	"Peromyscus"	"guatemalensis"	"9"	NA	"Both"	"1.16"	"52.83"	"Boddy2012"	"Mace&Eisenberg1982"	"0.032261868"	"0.020374833"
"Cryptomys hottentotus"	"Cryptomys_hottentotus"	"Rodentia"	"Bathyergidae"	"Cryptomys"	"hottentotus"	">1,<10"	NA	"Both"	"1.17"	"98.4"	"Boddy2012"	"Mace.etal1981"	"-0.166597989"	"-0.149556293"
"Malacomys edwardsi"	"Malacomys_edwardsi"	"Rodentia"	"Muridae"	"Malacomys"	"edwardsi"	">1,<10"	NA	"Both"	"1.18"	"60"	"Boddy2012"	"Mace.etal1981"	"-0.001767475"	"-0.007735133"
"Dipodomys microps"	"Dipodomys_microps"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"microps"	">11,<20"	NA	"Both"	"1.22"	"62.8"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"-0.002146083"	"-0.005992301"
"Thomomys talpoides"	"Thomomys_talpoides"	"Rodentia"	"Geomyidae"	"Thomomys"	"talpoides"	">4,<13"	NA	"Both"	"1.24"	"105.65"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"-0.164518181"	"-0.144169897"
"Aethomys chrysophilus"	"Aethomys_chrysophilus"	"Rodentia"	"Muridae"	"Aethomys"	"chrysophilus"	">1,<10"	NA	"Both"	"1.25"	"117"	"Boddy2012"	"Mace.etal1981"	"-0.194267429"	"-0.16917295"
"Megadontomys thomasi"	"Megadontomys_thomasi"	"Rodentia"	"Cricetidae"	"Megadontomys"	"thomasi"	"9"	NA	"Both"	"1.26"	"111"	"Boddy2012"	"Mace&Eisenberg1982"	"-0.173659577"	"-0.151013667"
"Paramelomys rubex"	"Paramelomys_rubex"	"Rodentia"	"Muridae"	"Paramelomys"	"rubex"	">1,<10"	NA	"Both"	"1.27"	"49.7"	"Boddy2012"	"Mace.etal1981"	"0.091500949"	"0.076773222"
"Tscherskia triton"	"Tscherskia_triton"	"Rodentia"	"Cricetidae"	"Tscherskia"	"triton"	">1,<10"	NA	"Both"	"1.29"	"25"	"Boddy2012"	"Mace.etal1981"	"0.322101282"	"0.275413747"
"Melomys rufescens"	"Melomys_rufescens"	"Rodentia"	"Muridae"	"Melomys"	"rufescens"	">1,<10"	NA	"Both"	"1.29"	"54.7"	"Boddy2012"	"Mace.etal1981"	"0.067063448"	"0.056794313"
"Melomys cervinipes"	"Melomys_cervinipes"	"Rodentia"	"Muridae"	"Melomys"	"cervinipes"	">1,<10"	NA	"Both"	"1.31"	"70"	"Boddy2012"	"Mace.etal1981"	"-0.006588741"	"-0.005386529"
"Dipodillus dasyurus"	"Dipodillus_dasyurus"	"Rodentia"	"Muridae"	"Dipodillus"	"dasyurus"	">1,<10"	NA	"Both"	"1.32"	"20.5"	"Boddy2012"	"Mace.etal1981"	"0.396725709"	"0.340807806"
"Ototylomys phyllotis"	"Ototylomys_phyllotis"	"Rodentia"	"Cricetidae"	"Ototylomys"	"phyllotis"	">1,<10"	NA	"Both"	"1.33"	"63"	"Boddy2012"	"Mace.etal1981"	"0.034310038"	"0.030611712"
"Arvicanthis niloticus"	"Arvicanthis_niloticus"	"Rodentia"	"Muridae"	"Arvicanthis"	"niloticus"	">1,<10"	NA	"Both"	"1.33"	"84.5"	"Boddy2012"	"Mace.etal1981"	"-0.061327961"	"-0.051369557"
"Dipodomys agilis"	"Dipodomys_agilis"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"agilis"	">1,<10"	NA	"Both"	"1.34"	"61.4"	"Boddy2012"	"Mace.etal1981"	"0.045942406"	"0.041047562"
"Otomys irroratus"	"Otomys_irroratus"	"Rodentia"	"Muridae"	"Otomys"	"irroratus"	">1,<10"	NA	"Both"	"1.38"	"141"	"Boddy2012"	"Mace.etal1981"	"-0.212073852"	"-0.178300871"
"Tamias amoenus"	"Tamias_amoenus"	"Rodentia"	"Sciuridae"	"Tamias"	"amoenus"	">1,<10"	NA	"Both"	"1.39"	"50.8"	"Boddy2012"	"Mace.etal1981"	"0.12358147"	"0.109871959"
"Mystromys albicaudatus"	"Mystromys_albicaudatus"	"Rodentia"	"Nesomyidae"	"Mystromys"	"albicaudatus"	">1,<10"	NA	"Both"	"1.39"	"80"	"Boddy2012"	"Mace.etal1981"	"-0.024339596"	"-0.016926561"
"Rattus tunneyi"	"Rattus_tunneyi"	"Rodentia"	"Muridae"	"Rattus"	"tunneyi"	">1,<10"	NA	"Both"	"1.41"	"76.2"	"Boddy2012"	"Mace.etal1981"	"-0.002283876"	"0.00286564"
"Holochilus sciureus"	"Holochilus_sciureus"	"Rodentia"	"Cricetidae"	"Holochilus"	"sciureus"	">1,<10"	NA	"Both"	"1.41"	"112.3"	"Boddy2012"	"Mace.etal1981"	"-0.128603627"	"-0.105416147"
"Aethomys hindei"	"Aethomys_hindei"	"Rodentia"	"Muridae"	"Aethomys"	"hindei"	">1,<10"	NA	"Both"	"1.42"	"146.3"	"Boddy2012"	"Mace.etal1981"	"-0.211683615"	"-0.176194365"
"Pogonomys macrourus"	"Pogonomys_macrourus"	"Rodentia"	"Muridae"	"Pogonomys"	"macrourus"	">1,<10"	NA	"Both"	"1.43"	"73.9"	"Boddy2012"	"Mace.etal1981"	"0.01381604"	"0.017540024"
"Heliophobius argenteocinereus"	"Heliophobius_argenteocinereus"	"Rodentia"	"Bathyergidae"	"Heliophobius"	"argenteocinereus"	">1,<10"	NA	"Both"	"1.43"	"160"	"Boddy2012"	"Mace.etal1981"	"-0.237792933"	"-0.198140176"
"Dipodomys heermanni"	"Dipodomys_heermanni"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"heermanni"	">11,<20"	NA	"Both"	"1.44"	"65.65"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"0.05540013"	"0.053618236"
"Dipodomys ordii"	"Dipodomys_ordii"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"ordii"	">5,<14"	NA	"Both"	"1.45"	"57.1"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"0.103855025"	"0.095583137"
"Thomomys bottae"	"Thomomys_bottae"	"Rodentia"	"Geomyidae"	"Thomomys"	"bottae"	">8,<17"	NA	"Both"	"1.47"	"162.95"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"-0.231762477"	"-0.191259963"
"Rattus verecundus"	"Rattus_verecundus"	"Rodentia"	"Muridae"	"Rattus"	"verecundus"	">1,<10"	NA	"Both"	"1.48"	"59.4"	"Boddy2012"	"Mace.etal1981"	"0.099885867"	"0.093450747"
"Abeomelomys sevia"	"Abeomelomys_sevia"	"Rodentia"	"Muridae"	"Abeomelomys"	"sevia"	">1,<10"	NA	"Both"	"1.49"	"61.4"	"Boddy2012"	"Mace.etal1981"	"0.092023877"	"0.087129032"
"Jaculus jaculus"	"Jaculus_jaculus"	"Rodentia"	"Dipodidae"	"Jaculus"	"jaculus"	">1"	NA	"Both"	"1.53"	"64.2"	"Boddy2012"	"Count1947,Mace.etal1981"	"0.089003913"	"0.086183199"
"Peromyscus grandis"	"Peromyscus_grandis"	"Rodentia"	"Cricetidae"	"Peromyscus"	"grandis"	"2"	NA	"Both"	"1.53"	"77.32"	"Boddy2012"	"Mace&Eisenberg1982"	"0.028435743"	"0.034263926"
"Grammomys poensis"	"Grammomys_poensis"	"Rodentia"	"Muridae"	"Grammomys"	"poensis"	"1<N<10"	"1<N<10"	"Both"	"1.55"	"50.2"	"Mace.etal.1981"	NA	"0.1747684"	"0.160506263"
"Gerbilliscus afra"	"Gerbilliscus_afra"	"Rodentia"	"Muridae"	"Gerbilliscus"	"afra"	">1,<10"	NA	"Both"	"1.56"	"65"	"Boddy2012"	"Mace.etal1981"	"0.093403297"	"0.091158592"
"Gerbilliscus brantsii"	"Gerbilliscus_brantsii"	"Rodentia"	"Muridae"	"Gerbilliscus"	"brantsii"	">1,<10"	NA	"Both"	"1.56"	"91.7"	"Boddy2012"	"Mace.etal1981"	"-0.018689719"	"-0.004927982"
"Spalacopus cyanus"	"Spalacopus_cyanus"	"Rodentia"	"Octodontidae"	"Spalacopus"	"cyanus"	">1,<10"	NA	"Both"	"1.58"	"93"	"Boddy2012"	"Mace.etal1981"	"-0.017742482"	"-0.003325989"
"Tamias minimus"	"Tamias_minimus"	"Rodentia"	"Sciuridae"	"Tamias"	"minimus"	">1,<10"	NA	"Both"	"1.6"	"45.3"	"Boddy2012"	"Mace.etal1981"	"0.222011129"	"0.202971829"
"Spermophilus canus"	"Spermophilus_canus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"canus"	"30"	NA	"Both"	"1.6"	"154"	"Mateju2016"	"Hayssen 2008"	"-0.176559427"	"-0.138684418"
"Maxomys whiteheadi"	"Maxomys_whiteheadi"	"Rodentia"	"Muridae"	"Maxomys"	"whiteheadi"	"1<N<10"	"1<N<10"	"Both"	"1.62"	"46.3"	"Mace.etal.1981"	NA	"0.220294003"	"0.202270292"
"Rattus lutreolus"	"Rattus_lutreolus"	"Rodentia"	"Muridae"	"Rattus"	"lutreolus"	">1,<10"	NA	"Both"	"1.64"	"92.7"	"Boddy2012"	"Mace.etal1981"	"-0.0005033"	"0.013762911"
"Arvicola amphibius"	"Arvicola_amphibius"	"Rodentia"	"Cricetidae"	"Arvicola"	"amphibius"	">1,<10"	NA	"Both"	"1.64"	"168.3"	"Boddy2012"	"Mace.etal1981"	"-0.194758374"	"-0.152753302"
"Cremnomys cutchicus"	"Cremnomys_cutchicus"	"Rodentia"	"Muridae"	"Cremnomys"	"cutchicus"	"1<N<10"	"1<N<10"	"Both"	"1.67"	"50"	"Mace.etal.1981"	NA	"0.20845347"	"0.194005656"
"Spermophilus mollis"	"Spermophilus_mollis"	"Rodentia"	"Sciuridae"	"Spermophilus"	"mollis"	"30"	NA	"Both"	"1.67"	"117.1"	"Mateju2016"	"Hayssen 2008"	"-0.068739248"	"-0.043605032"
"Spermophilus tereticaudus"	"Spermophilus_tereticaudus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"tereticaudus"	"34"	NA	"Both"	"1.68"	"133.3"	"Mateju2016"	"Hayssen 2008"	"-0.108351766"	"-0.077190795"
"Rattus fuscipes"	"Rattus_fuscipes"	"Rodentia"	"Muridae"	"Rattus"	"fuscipes"	">1"	NA	"Both"	"1.69"	"122"	"Boddy2012"	"Mace.etal1981"	"-0.076921339"	"-0.049880464"
"Tamias quadrivittatus"	"Tamias_quadrivittatus"	"Rodentia"	"Sciuridae"	"Tamias"	"quadrivittatus"	">1,<10"	NA	"Both"	"1.7"	"62.3"	"Boddy2012"	"Mace.etal1981"	"0.144546729"	"0.14032871"
"Rattus nitidus"	"Rattus_nitidus"	"Rodentia"	"Muridae"	"Rattus"	"nitidus"	">1,<10"	NA	"Both"	"1.7"	"101"	"Boddy2012"	"Mace.etal1981"	"-0.012829714"	"0.005425004"
"Rattus sordidus"	"Rattus_sordidus"	"Rodentia"	"Muridae"	"Rattus"	"sordidus"	">1,<10"	NA	"Both"	"1.7"	"120.67"	"Boddy2012"	"Mace.etal1981"	"-0.070788701"	"-0.044257668"
"Glaucomys volans"	"Glaucomys_volans"	"Rodentia"	"Sciuridae"	"Glaucomys"	"volans"	">1,<10"	NA	"Both"	"1.71"	"73.1"	"Boddy2012"	"Mace.etal1981"	"0.095021442"	"0.098239167"
"Isthmomys pirrensis"	"Isthmomys_pirrensis"	"Rodentia"	"Cricetidae"	"Isthmomys"	"pirrensis"	"10"	NA	"Both"	"1.71"	"138"	"Boddy2012"	"Mace&Eisenberg1982"	"-0.111951744"	"-0.079179062"
"Dipodomys deserti"	"Dipodomys_deserti"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"deserti"	">9,<18"	NA	"Both"	"1.74"	"122.45"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"-0.065458026"	"-0.038245905"
"Spermophilus washingtoni"	"Spermophilus_washingtoni"	"Rodentia"	"Sciuridae"	"Spermophilus"	"washingtoni"	"30"	NA	"Both"	"1.8"	"186.5"	"Mateju2016"	"Hayssen 2008"	"-0.187776064"	"-0.140994985"
"Tamias panamintinus"	"Tamias_panamintinus"	"Rodentia"	"Sciuridae"	"Tamias"	"panamintinus"	">1,<10"	NA	"Both"	"1.83"	"51.2"	"Boddy2012"	"Mace.etal1981"	"0.24046305"	"0.227118341"
"Geomys bursarius"	"Geomys_bursarius"	"Rodentia"	"Geomyidae"	"Geomys"	"bursarius"	">8,<17"	NA	"Both"	"1.83"	"197.25"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"-0.198851279"	"-0.14946363"
"Tatera indica"	"Tatera_indica"	"Rodentia"	"Muridae"	"Tatera"	"indica"	">1,<10"	NA	"Both"	"1.84"	"139.7"	"Boddy2012"	"Mace.etal1981"	"-0.084118058"	"-0.050775901"
"Tamias speciosus"	"Tamias_speciosus"	"Rodentia"	"Sciuridae"	"Tamias"	"speciosus"	">1,<10"	NA	"Both"	"1.86"	"59.9"	"Boddy2012"	"Mace.etal1981"	"0.196406788"	"0.190361545"
"Paramelomys levipes"	"Paramelomys_levipes"	"Rodentia"	"Muridae"	"Paramelomys"	"levipes"	">1,<10"	NA	"Both"	"1.86"	"83.4"	"Boddy2012"	"Mace.etal1981"	"0.088601375"	"0.097950321"
"Hylopetes spadiceus"	"Hylopetes_spadiceus"	"Rodentia"	"Sciuridae"	"Hylopetes"	"spadiceus"	">1,<10"	NA	"Both"	"1.87"	"87.5"	"Boddy2012"	"Mace.etal1981"	"0.075298392"	"0.086879476"
"Spalax ehrenbergi"	"Spalax_ehrenbergi"	"Rodentia"	"Spalacidae"	"Spalax"	"ehrenbergi"	">1,<10"	NA	"Both"	"1.88"	"197"	"Boddy2012"	"Mace.etal1981"	"-0.186731427"	"-0.137402765"
"Tachyoryctes splendens"	"Tachyoryctes_splendens"	"Rodentia"	"Spalacidae"	"Tachyoryctes"	"splendens"	">1,<10"	NA	"Both"	"1.88"	"234"	"Boddy2012"	"Mace.etal1981"	"-0.242794166"	"-0.185459965"
"Spermophilus townsendii"	"Spermophilus_townsendii"	"Rodentia"	"Sciuridae"	"Spermophilus"	"townsendii"	"27"	NA	"Both"	"1.89"	"149.5"	"Mateju2016"	NA	"-0.09455787"	"-0.058062234"
"Rattus morotaiensis"	"Rattus_morotaiensis"	"Rodentia"	"Muridae"	"Rattus"	"morotaiensis"	">1,<10"	NA	"Both"	"1.92"	"134.1"	"Boddy2012"	"Mace.etal1981"	"-0.052308809"	"-0.02086953"
"Dipodomys spectabilis"	"Dipodomys_spectabilis"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"spectabilis"	">10,<19"	NA	"Both"	"1.93"	"144.55"	"Boddy2012"	"Hafner1984,Mace.etal1981"	"-0.074494942"	"-0.039565411"
"Pectinator spekei"	"Pectinator_spekei"	"Rodentia"	"Ctenodactylidae"	"Pectinator"	"spekei"	">1,<10"	NA	"Both"	"1.93"	"180"	"Boddy2012"	"Mace.etal1981"	"-0.145936406"	"-0.100805315"
"Tamiops mcclellandii"	"Tamiops_mcclellandii"	"Rodentia"	"Sciuridae"	"Tamiops"	"mcclellandii"	">1,<10"	NA	"Both"	"1.95"	"39"	"Boddy2012"	"Mace.etal1981"	"0.356701402"	"0.330697132"
"Tamias dorsalis"	"Tamias_dorsalis"	"Rodentia"	"Sciuridae"	"Tamias"	"dorsalis"	">1,<10"	NA	"Both"	"1.98"	"62.2"	"Boddy2012"	"Mace.etal1981"	"0.211286249"	"0.206993512"
"Tamias palmeri"	"Tamias_palmeri"	"Rodentia"	"Sciuridae"	"Tamias"	"palmeri"	">1,<10"	NA	"Both"	"1.99"	"60.8"	"Boddy2012"	"Mace.etal1981"	"0.220889308"	"0.215537713"
"Spermophilus mohavensis"	"Spermophilus_mohavensis"	"Rodentia"	"Sciuridae"	"Spermophilus"	"mohavensis"	"11"	NA	"Both"	"2.03"	"154"	"Mateju2016"	"Hayssen 2008"	"-0.073183371"	"-0.035308363"
"Funambulus pennantii"	"Funambulus_pennantii"	"Rodentia"	"Sciuridae"	"Funambulus"	"pennantii"	">1,<10"	NA	"Both"	"2.1"	"85.9"	"Boddy2012"	"Mace.etal1981"	"0.131687302"	"0.142410007"
"Spermophilus brunneus"	"Spermophilus_brunneus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"brunneus"	"10"	NA	"Both"	"2.11"	"116.8"	"Mateju2016"	"Hayssen 2008"	"0.033662283"	"0.058677186"
"Tamias quadrimaculatus"	"Tamias_quadrimaculatus"	"Rodentia"	"Sciuridae"	"Tamias"	"quadrimaculatus"	">1,<10"	NA	"Both"	"2.16"	"82.3"	"Boddy2012"	"Mace.etal1981"	"0.157866883"	"0.166598279"
"Tamias striatus"	"Tamias_striatus"	"Rodentia"	"Sciuridae"	"Tamias"	"striatus"	">1,<10"	NA	"Both"	"2.17"	"94.3"	"Boddy2012"	"Mace.etal1981"	"0.115538565"	"0.130600725"
"Neotoma albigula"	"Neotoma_albigula"	"Rodentia"	"Cricetidae"	"Neotoma"	"albigula"	">1,<10"	NA	"Both"	"2.17"	"223.1"	"Boddy2012"	"Mace.etal1981"	"-0.164954923"	"-0.109839396"
"Ammospermophilus leucurus"	"Ammospermophilus_leucurus"	"Rodentia"	"Sciuridae"	"Ammospermophilus"	"leucurus"	"12"	NA	"Both"	"2.25"	"105.85"	"Mateju2016"	NA	"0.093626626"	"0.114062876"
"Spermophilus tridecemlineatus"	"Spermophilus_tridecemlineatus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"tridecemlineatus"	"30"	NA	"Both"	"2.27"	"149.8"	"Mateju2016"	"Hayssen 2008"	"-0.015646789"	"0.020942089"
"Geomys breviceps"	"Geomys_breviceps"	"Rodentia"	"Geomyidae"	"Geomys"	"breviceps"	"1<N<10"	"1<N<10"	"Both"	"2.29"	"138.8"	"Mace.etal.1981"	NA	"0.013004825"	"0.046046365"
"Massoutiera mzabi"	"Massoutiera_mzabi"	"Rodentia"	"Ctenodactylidae"	"Massoutiera"	"mzabi"	">1,<10"	NA	"Both"	"2.32"	"182.6"	"Boddy2012"	"Mace.etal1981"	"-0.070676974"	"-0.024878848"
"Spermophilus spilosoma"	"Spermophilus_spilosoma"	"Rodentia"	"Sciuridae"	"Spermophilus"	"spilosoma"	"30"	NA	"Both"	"2.37"	"132.7"	"Mateju2016"	"Hayssen 2008"	"0.042556731"	"0.073507873"
"Ammospermophilus harrisii"	"Ammospermophilus_harrisii"	"Rodentia"	"Sciuridae"	"Ammospermophilus"	"harrisii"	"12"	NA	"Both"	"2.405"	"107.15"	"Mateju2016"	"Hayssen 2008"	"0.118583167"	"0.139587178"
"Tamias townsendii"	"Tamias_townsendii"	"Rodentia"	"Sciuridae"	"Tamias"	"townsendii"	">1,<10"	NA	"Both"	"2.44"	"89.4"	"Boddy2012"	"Mace.etal1981"	"0.183849448"	"0.196429699"
"Spermophilus pygmaeus"	"Spermophilus_pygmaeus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"pygmaeus"	"31"	NA	"Both"	"2.44"	"235.2"	"Mateju2016"	"Hayssen 2008"	"-0.131228299"	"-0.073656185"
"Ammospermophilus interpres"	"Ammospermophilus_interpres"	"Rodentia"	"Sciuridae"	"Ammospermophilus"	"interpres"	"12"	NA	"Both"	"2.5"	"94.45"	"Mateju2016"	NA	"0.176501133"	"0.191637219"
"Maxomys surifer"	"Maxomys_surifer"	"Rodentia"	"Muridae"	"Maxomys"	"surifer"	"1<N<10"	"1<N<10"	"Both"	"2.54"	"146.6"	"Mace.etal.1981"	NA	"0.040194518"	"0.075779047"
"Ammospermophilus insularis"	"Ammospermophilus_insularis"	"Rodentia"	"Sciuridae"	"Ammospermophilus"	"insularis"	"10"	NA	"Both"	"2.55"	"101.99"	"Mateju2016"	"Hayssen 2008"	"0.160084353"	"0.178792761"
"Spermophilus suslicus"	"Spermophilus_suslicus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"suslicus"	"31"	NA	"Both"	"2.55"	"218.2"	"Mateju2016"	"Hayssen 2008"	"-0.087640792"	"-0.033558207"
"Spermophilus musicus"	"Spermophilus_musicus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"musicus"	"31"	NA	"Both"	"2.62"	"136"	"Mateju2016"	NA	"0.078108614"	"0.110202276"
"Ammospermophilus nelsoni"	"Ammospermophilus_nelsoni"	"Rodentia"	"Sciuridae"	"Ammospermophilus"	"nelsoni"	"12"	NA	"Both"	"2.625"	"167.25"	"Mateju2016"	"Hayssen 2008"	"0.011565597"	"0.053279578"
"Neotoma cinerea"	"Neotoma_cinerea"	"Rodentia"	"Cricetidae"	"Neotoma"	"cinerea"	">1,<10"	NA	"Both"	"2.65"	"331.3"	"Boddy2012"	"Mace.etal1981"	"-0.206961367"	"-0.133454765"
"Neotoma fuscipes"	"Neotoma_fuscipes"	"Rodentia"	"Cricetidae"	"Neotoma"	"fuscipes"	">1,<10"	NA	"Both"	"2.66"	"193.3"	"Boddy2012"	"Mace.etal1981"	"-0.029831804"	"0.018614973"
"Neotoma micropus"	"Neotoma_micropus"	"Rodentia"	"Cricetidae"	"Neotoma"	"micropus"	">1,<10"	NA	"Both"	"2.66"	"378.3"	"Boddy2012"	"Mace.etal1981"	"-0.248537181"	"-0.168860136"
"Spermophilus madrensis"	"Spermophilus_madrensis"	"Rodentia"	"Sciuridae"	"Spermophilus"	"madrensis"	"8"	NA	"Both"	"2.715"	"151.5"	"Mateju2016"	"Hayssen 2008"	"0.05842154"	"0.095535286"
"Neofiber alleni"	"Neofiber_alleni"	"Rodentia"	"Cricetidae"	"Neofiber"	"alleni"	">1,<10"	NA	"Both"	"2.72"	"270.5"	"Boddy2012"	"Mace.etal1981"	"-0.129597104"	"-0.065520931"
"Galea musteloides"	"Galea_musteloides"	"Rodentia"	"Caviidae"	"Galea"	"musteloides"	">1,<10"	NA	"Both"	"2.72"	"375"	"Boddy2012"	"Mace.etal1981"	"-0.235996082"	"-0.156726553"
"Spermophilus dauricus"	"Spermophilus_dauricus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"dauricus"	"31"	NA	"Both"	"2.75"	"223.8"	"Mateju2016"	NA	"-0.063102356"	"-0.007841121"
"Spermophilus elegans"	"Spermophilus_elegans"	"Rodentia"	"Sciuridae"	"Spermophilus"	"elegans"	"30"	NA	"Both"	"2.76"	"307.1"	"Mateju2016"	"Hayssen 2008"	"-0.164591717"	"-0.094613098"
"Spermophilus perotensis"	"Spermophilus_perotensis"	"Rodentia"	"Sciuridae"	"Spermophilus"	"perotensis"	"13"	NA	"Both"	"2.79"	"140"	"Mateju2016/Pantheria"	"Hayssen 2008"	"0.095969593"	"0.129411526"
"Paraxerus cepapi"	"Paraxerus_cepapi"	"Rodentia"	"Sciuridae"	"Paraxerus"	"cepapi"	">1,<10"	NA	"Both"	"2.85"	"216"	"Boddy2012"	"Mace.etal1981"	"-0.036035336"	"0.017575912"
"Spermophilus alashanicus"	"Spermophilus_alashanicus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"alashanicus"	"7"	NA	"Both"	"2.89"	"200"	"Mateju2016"	NA	"-0.004914306"	"0.045117323"
"Spermophilus citellus"	"Spermophilus_citellus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"citellus"	"32"	NA	"Both"	"2.89"	"288.5"	"Mateju2016"	NA	"-0.12425227"	"-0.057179649"
"Spermophilus beldingi"	"Spermophilus_beldingi"	"Rodentia"	"Sciuridae"	"Spermophilus"	"beldingi"	"30"	NA	"Both"	"2.96"	"246.9"	"Mateju2016"	"Hayssen 2008"	"-0.063139389"	"-0.003309244"
"Spermophilus adocetus"	"Spermophilus_adocetus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"adocetus"	"16"	NA	"Both"	"3.01"	"155.52"	"Mateju2016/Pantheria"	NA	"0.094687912"	"0.13301975"
"Glaucomys sabrinus"	"Glaucomys_sabrinus"	"Rodentia"	"Sciuridae"	"Glaucomys"	"sabrinus"	">1,<10"	NA	"Both"	"3.01"	"174"	"Boddy2012"	"Mace.etal1981"	"0.058115325"	"0.101669584"
"Neotoma floridana"	"Neotoma_floridana"	"Rodentia"	"Cricetidae"	"Neotoma"	"floridana"	">1,<10"	NA	"Both"	"3.04"	"257.7"	"Boddy2012"	"Mace.etal1981"	"-0.065502641"	"-0.003681187"
"Spermophilus xanthoprymnus"	"Spermophilus_xanthoprymnus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"xanthoprymnus"	"22"	NA	"Both"	"3.04"	"267.9"	"Mateju2016"	NA	"-0.078146479"	"-0.014519535"
"Spermophilus lateralis"	"Spermophilus_lateralis"	"Rodentia"	"Sciuridae"	"Spermophilus"	"lateralis"	"30"	NA	"Both"	"3.06"	"168.85"	"Mateju2016"	"Hayssen 2008"	"0.075056483"	"0.117213308"
"Spermophilus armatus"	"Spermophilus_armatus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"armatus"	"30"	NA	"Both"	"3.09"	"371.1"	"Mateju2016"	"Hayssen 2008"	"-0.17720124"	"-0.09841797"
"Spermophilus richardsonii"	"Spermophilus_richardsonii"	"Rodentia"	"Sciuridae"	"Spermophilus"	"richardsonii"	"30"	NA	"Both"	"3.18"	"331.5"	"Mateju2016"	NA	"-0.127976695"	"-0.054442024"
"Iomys horsfieldii"	"Iomys_horsfieldii"	"Rodentia"	"Sciuridae"	"Iomys"	"horsfieldii"	">1,<10"	NA	"Both"	"3.38"	"155.5"	"Boddy2012"	"Mace.etal1981"	"0.145080008"	"0.183405863"
"Spermophilus saturatus"	"Spermophilus_saturatus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"saturatus"	"30"	NA	"Both"	"3.38"	"242.7"	"Mateju2016"	"Hayssen 2008"	"7.41E-05"	"0.059106261"
"Leopoldamys siporanus"	"Leopoldamys_siporanus"	"Rodentia"	"Muridae"	"Leopoldamys"	"siporanus"	">1,<10"	NA	"Both"	"3.39"	"332.7"	"Boddy2012"	"Mace.etal1981"	"-0.101381079"	"-0.027678342"
"Spermophilus erythrogenys"	"Spermophilus_erythrogenys"	"Rodentia"	"Sciuridae"	"Spermophilus"	"erythrogenys"	"31"	NA	"Both"	"3.44"	"351"	"Mateju2016"	NA	"-0.112463232"	"-0.036270003"
"Spermophilus relictus"	"Spermophilus_relictus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"relictus"	"19"	NA	"Both"	"3.49"	"340.5"	"Mateju2016"	NA	"-0.096303656"	"-0.021523051"
"Spermophilus mexicanus"	"Spermophilus_mexicanus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"mexicanus"	"20"	NA	"Both"	"3.5"	"274.5"	"Mateju2016"	NA	"-0.024879318"	"0.039879614"
"Sundamys muelleri"	"Sundamys_muelleri"	"Rodentia"	"Muridae"	"Sundamys"	"muelleri"	"1<N<10"	"1<N<10"	"Both"	"3.5"	"311.6"	"Mace.etal.1981"	NA	"-0.066171023"	"0.004484202"
"Pteromyscus pulverulentus"	"Pteromyscus_pulverulentus"	"Rodentia"	"Sciuridae"	"Pteromyscus"	"pulverulentus"	">1,<10"	NA	"Both"	"3.55"	"400"	"Boddy2012"	"Mace.etal1981"	"-0.141358369"	"-0.059087019"
"Spermophilus undulatus"	"Spermophilus_undulatus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"undulatus"	"33"	NA	"Both"	"3.73"	"677.3"	"Mateju2016"	"Hayssen 2008"	"-0.291420281"	"-0.184653352"
